run-id,sowing-date,harvest-date,crop-id,sim.json,crop.json,site.json,start_date,end_date,climate_path_to_csvs,soil_sr,dgm_sr,slope_sr,jobs_sr,landcover_sr,crop_sr,monica_sr,groundwater-level,impenetrable-layer,elevation,slope,latitude,landcover,fertilization,NitrogenResponseOn,irrigation,WaterDeficitResponseOn,EmergenceMoistureControlOn,EmergenceFloodingControlOn,LeafExtensionModifier,CO2,O3,FieldConditionModifier,StageTemperatureSum,use_vernalisation_fix,comment
1,fixed,auto,WB_sfix_hauto,sim_bgr.json,crop_bgr.json,site.json,2000-01-01,2019-12-31,dwd/csvs/germany/,buek_200,dgm_1000,slope_1000,jobs,,,monica,false,false,true,true,true,false,false,true,false,true,false,false,false,,,0.73,100_256_230_100_267_25,true,simulation_runs_with_dwd_ensemble
2,fixed,auto,SB_sfix_hauto,sim_bgr.json,crop_bgr.json,site.json,2000-01-01,2019-12-31,dwd_germany,buek_200,dgm_1000,slope_1000,jobs,,,monica,false,false,true,true,true,false,false,true,false,true,false,false,false,,,0.87,100_140_330_270_160_25,true,simulation_runs_with_dwd_ensemble
3,fixed,auto,WW_sfix_hauto,sim_bgr.json,crop_bgr.json,site.json,2000-01-01,2019-12-31,dwd_germany,buek_200,dgm_1000,slope_1000,jobs,,,monica,false,false,true,true,true,false,false,true,false,true,false,false,false,,,1,165_225_395_180_330_25,true,simulation_runs_with_dwd_ensemble
4,fixed,auto,WR_sfix_hauto,sim_bgr.json,crop_bgr.json,site.json,2000-01-01,2019-12-31,dwd_germany,buek_200,dgm_1000,slope_1000,jobs,,,monica,false,false,true,true,true,false,false,true,false,true,false,false,false,,,0.88,148_210_230_160_350_25,true,simulation_runs_with_dwd_ensemble
5,fixed,auto,WRa_sfix_hauto,sim_bgr.json,crop_bgr.json,site.json,2000-01-01,2019-12-31,dwd_germany,buek_200,dgm_1000,slope_1000,jobs,,,monica,false,false,true,true,true,false,false,true,false,true,false,false,false,,,0.81,190_230_60_250_650_25,true,simulation_runs_with_dwd_ensemble
6,fixed,auto,SM_sfix_hauto,sim_bgr.json,crop_bgr.json,site.json,2000-01-01,2019-12-31,dwd_germany,buek_200,dgm_1000,slope_1000,jobs,,,monica,false,false,true,true,true,false,false,true,false,true,false,false,false,,,0.98,100_220_390_120_330_140_25,true,simulation_runs_with_dwd_ensemble
7,fixed,auto,SU_sfix_hauto,sim_bgr.json,crop_bgr.json,site.json,2000-01-01,2019-12-31,dwd_germany,buek_200,dgm_1000,slope_1000,jobs,,,monica,false,false,true,true,true,false,false,true,false,true,false,false,false,,,0.92,140_350_490_500_1000_25,true,simulation_runs_with_dwd_ensemble
8,fixed,auto1,PO_sfix_hauto,sim_bgr.json,crop_bgr.json,site.json,2000-01-01,2019-12-31,dwd_germany,buek_200,dgm_1000,slope_1000,jobs,,,monica,false,false,true,true,true,false,false,true,false,true,false,false,false,,,0.71,148_300_300_280_800_25,true,simulation_runs_with_dwd_ensemble
