run-id,use_vernalisation_fix,yields,bgr,nc_mode,crop-id,sim.json,crop.json,site.json,incl_hist,gcm,rcm,scenario,ensmem,version,start_date,end_date,groundwater-level,impenetrable-layer,elevation,slope,latitude,landcover,fertilization,NitrogenResponseOn,irrigation,WaterDeficitResponseOn,EmergenceMoistureControlOn,EmergenceFloodingControlOn,LeafExtensionModifier,CO2,O3
120,false,false,false,false,KA,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r2i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
121,true,false,false,false,WW,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
122,true,false,false,false,WG,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
123,false,false,false,false,WR,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
124,false,false,false,false,WRa,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
125,false,false,false,false,SG,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
126,true,false,false,false,ZR,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
127,true,false,false,false,SM,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
128,false,false,false,false,KA,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
129,true,false,false,false,WW,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
130,true,false,false,false,WG,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
131,false,false,false,false,WR,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
132,false,false,false,false,WRa,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
133,false,false,false,false,SG,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
134,true,false,false,false,ZR,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
135,true,false,false,false,SM,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
136,false,false,false,false,KA,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
137,false,false,false,false,KA,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
138,false,true,false,false,WW,sim.json,crop.json,site.json,true,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
139,false,true,false,false,WG,sim.json,crop.json,site.json,true,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
140,false,true,false,false,WR,sim.json,crop.json,site.json,true,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
141,false,true,false,false,WRa,sim.json,crop.json,site.json,true,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
142,false,true,false,false,SG,sim.json,crop.json,site.json,true,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
143,false,true,false,false,ZR,sim.json,crop.json,site.json,true,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
144,false,true,false,false,SM,sim.json,crop.json,site.json,true,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
145,false,true,false,false,KA,sim.json,crop.json,site.json,true,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
146,false,true,false,false,WW,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,CLMcom-CCLM4-8-17,rcp26,r12i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
147,false,true,false,false,WG,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,CLMcom-CCLM4-8-17,rcp26,r12i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
148,false,true,false,false,WR,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,CLMcom-CCLM4-8-17,rcp26,r12i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
149,false,true,false,false,WRa,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,CLMcom-CCLM4-8-17,rcp26,r12i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
150,false,true,false,false,SG,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,CLMcom-CCLM4-8-17,rcp26,r12i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
151,false,true,false,false,ZR,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,CLMcom-CCLM4-8-17,rcp26,r12i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
152,false,true,false,false,SM,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,CLMcom-CCLM4-8-17,rcp26,r12i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
153,false,true,false,false,KA,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,CLMcom-CCLM4-8-17,rcp26,r12i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
154,false,true,false,false,WW,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r12i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
155,false,true,false,false,WG,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r12i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
156,false,true,false,false,WR,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r12i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
157,false,true,false,false,WRa,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r12i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
158,false,true,false,false,SG,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r12i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
159,false,true,false,false,ZR,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r12i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
160,false,true,false,false,SM,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r12i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
161,false,true,false,false,KA,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r12i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
162,false,true,false,false,WW,sim.json,crop.json,site.json,true,MIROC-MIROC5,CLMcom-CCLM4-8-17,rcp26,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
163,false,true,false,false,WG,sim.json,crop.json,site.json,true,MIROC-MIROC5,CLMcom-CCLM4-8-17,rcp26,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
164,false,true,false,false,WR,sim.json,crop.json,site.json,true,MIROC-MIROC5,CLMcom-CCLM4-8-17,rcp26,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
165,false,true,false,false,WRa,sim.json,crop.json,site.json,true,MIROC-MIROC5,CLMcom-CCLM4-8-17,rcp26,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
166,false,true,false,false,SG,sim.json,crop.json,site.json,true,MIROC-MIROC5,CLMcom-CCLM4-8-17,rcp26,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
167,false,true,false,false,ZR,sim.json,crop.json,site.json,true,MIROC-MIROC5,CLMcom-CCLM4-8-17,rcp26,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
168,false,true,false,false,SM,sim.json,crop.json,site.json,true,MIROC-MIROC5,CLMcom-CCLM4-8-17,rcp26,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
169,false,true,false,false,KA,sim.json,crop.json,site.json,true,MIROC-MIROC5,CLMcom-CCLM4-8-17,rcp26,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
170,false,true,false,false,WW,sim.json,crop.json,site.json,true,MOHC-HadGEM2-ES,KNMI-RACMO22E,rcp26,r1i1p1,v2,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
171,false,true,false,false,WG,sim.json,crop.json,site.json,true,MOHC-HadGEM2-ES,KNMI-RACMO22E,rcp26,r1i1p1,v2,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
172,false,true,false,false,WR,sim.json,crop.json,site.json,true,MOHC-HadGEM2-ES,KNMI-RACMO22E,rcp26,r1i1p1,v2,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
173,false,true,false,false,WRa,sim.json,crop.json,site.json,true,MOHC-HadGEM2-ES,KNMI-RACMO22E,rcp26,r1i1p1,v2,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
174,false,true,false,false,SG,sim.json,crop.json,site.json,true,MOHC-HadGEM2-ES,KNMI-RACMO22E,rcp26,r1i1p1,v2,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
175,false,true,false,false,ZR,sim.json,crop.json,site.json,true,MOHC-HadGEM2-ES,KNMI-RACMO22E,rcp26,r1i1p1,v2,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
176,false,true,false,false,SM,sim.json,crop.json,site.json,true,MOHC-HadGEM2-ES,KNMI-RACMO22E,rcp26,r1i1p1,v2,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
177,false,true,false,false,KA,sim.json,crop.json,site.json,true,MOHC-HadGEM2-ES,KNMI-RACMO22E,rcp26,r1i1p1,v2,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
178,false,true,false,false,WW,sim.json,crop.json,site.json,true,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
179,false,true,false,false,WG,sim.json,crop.json,site.json,true,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
180,false,true,false,false,WRa,sim.json,crop.json,site.json,true,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
181,false,true,false,false,SM,sim.json,crop.json,site.json,true,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
182,false,true,false,false,WW,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
183,false,true,false,false,WG,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
184,false,true,false,false,WRa,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
185,false,true,false,false,SM,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
186,false,true,false,false,WW,sim.json,crop.json,site.json,true,MIROC-MIROC5,GERICS-REMO2015,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
187,false,true,false,false,WG,sim.json,crop.json,site.json,true,MIROC-MIROC5,GERICS-REMO2015,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
188,false,true,false,false,WRa,sim.json,crop.json,site.json,true,MIROC-MIROC5,GERICS-REMO2015,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
189,false,true,false,false,SM,sim.json,crop.json,site.json,true,MIROC-MIROC5,GERICS-REMO2015,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
190,false,true,false,false,WW,sim.json,crop.json,site.json,true,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
191,false,true,false,false,WG,sim.json,crop.json,site.json,true,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
192,false,true,false,false,WRa,sim.json,crop.json,site.json,true,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
193,false,true,false,false,SM,sim.json,crop.json,site.json,true,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
194,false,true,false,false,WW,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
195,false,true,false,false,WG,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
196,false,true,false,false,WRa,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
197,false,true,false,false,SM,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
198,false,true,false,false,WW,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
199,false,true,false,false,WG,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
200,false,true,false,false,WRa,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
201,false,true,false,false,SM,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,,
202,false,true,false,false,WW,sim.json,crop.json,site.json,true,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
203,false,true,false,false,WG,sim.json,crop.json,site.json,true,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
204,false,true,false,false,WRa,sim.json,crop.json,site.json,true,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
205,false,true,false,false,SM,sim.json,crop.json,site.json,true,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
206,false,true,false,false,WW,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
207,false,true,false,false,WG,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
208,false,true,false,false,WRa,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
209,false,true,false,false,SM,sim.json,crop.json,site.json,true,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
210,false,true,false,false,WW,sim.json,crop.json,site.json,true,MIROC-MIROC5,GERICS-REMO2015,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
211,false,true,false,false,WG,sim.json,crop.json,site.json,true,MIROC-MIROC5,GERICS-REMO2015,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
212,false,true,false,false,WRa,sim.json,crop.json,site.json,true,MIROC-MIROC5,GERICS-REMO2015,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
213,false,true,false,false,SM,sim.json,crop.json,site.json,true,MIROC-MIROC5,GERICS-REMO2015,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
214,false,true,false,false,WW,sim.json,crop.json,site.json,true,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
215,false,true,false,false,WG,sim.json,crop.json,site.json,true,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
216,false,true,false,false,WRa,sim.json,crop.json,site.json,true,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
217,false,true,false,false,SM,sim.json,crop.json,site.json,true,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
218,false,true,false,false,WW,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
219,false,true,false,false,WG,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
220,false,true,false,false,WRa,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
221,false,true,false,false,SM,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
222,false,true,false,false,WW,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
223,false,true,false,false,WG,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
224,false,true,false,false,WRa,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
225,false,true,false,false,SM,sim.json,crop.json,site.json,true,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,1970-01-01,2099-12-31,false,false,true,true,true,false,false,false,false,true,false,false,false,420,
