run-id ,use_vernalisation_fix ,yields ,bgr   ,pheno ,sowing-date ,harvest-date ,nc_mode ,crop-id   ,sim.json             ,crop.json       ,site.json ,incl_hist ,climate_path_to_latlon_file ,climate_path_to_csvs                     ,gcm              ,rcm               ,scenario ,ensmem  ,version ,start_date ,end_date   ,groundwater-level ,impenetrable-layer ,elevation ,slope ,latitude ,landcover ,fertilization ,NitrogenResponseOn ,irrigation ,WaterDeficitResponseOn ,EmergenceMoistureControlOn ,EmergenceFloodingControlOn ,LeafExtensionModifier ,CO2 ,O3 ,FieldConditionModifier ,comment
104    ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,WRa       ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,KNMI-RACMO22E     ,rcp26    ,r1i1p1  ,v2      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.75                   ,simulation_runs_with_dwd_ensemble
105    ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,SG        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,KNMI-RACMO22E     ,rcp26    ,r1i1p1  ,v2      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,1                      ,simulation_runs_with_dwd_ensemble
106    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,ZR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,KNMI-RACMO22E     ,rcp26    ,r1i1p1  ,v2      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
107    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,SM        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,KNMI-RACMO22E     ,rcp26    ,r1i1p1  ,v2      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.91                   ,simulation_runs_with_dwd_ensemble
108    ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,KA        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,KNMI-RACMO22E     ,rcp26    ,r1i1p1  ,v2      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
109    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp26    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.9                    ,simulation_runs_with_dwd_ensemble
110    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW_sustag ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp26    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
111    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WG        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp26    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
112    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp26    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.78                   ,simulation_runs_with_dwd_ensemble
113    ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,WRa       ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp26    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.75                   ,simulation_runs_with_dwd_ensemble
114    ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,SG        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp26    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,1                      ,simulation_runs_with_dwd_ensemble
115    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,ZR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp26    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
116    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,SM        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp26    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.91                   ,simulation_runs_with_dwd_ensemble
117    ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,KA        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp26    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
118    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp45    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.9                    ,simulation_runs_with_dwd_ensemble
119    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW_sustag ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp45    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
120    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WG        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp45    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
121    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp45    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.78                   ,simulation_runs_with_dwd_ensemble
122    ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,WRa       ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp45    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.75                   ,simulation_runs_with_dwd_ensemble
123    ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,SG        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp45    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,1                      ,simulation_runs_with_dwd_ensemble
124    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,ZR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp45    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
125    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,SM        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp45    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.91                   ,simulation_runs_with_dwd_ensemble
126    ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,KA        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp45    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
127    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp45    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.9                    ,simulation_runs_with_dwd_ensemble
128    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW_sustag ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp45    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
129    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WG        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp45    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
130    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp45    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.78                   ,simulation_runs_with_dwd_ensemble
131    ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,WRa       ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp45    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.75                   ,simulation_runs_with_dwd_ensemble
132    ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,SG        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp45    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,1                      ,simulation_runs_with_dwd_ensemble
133    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,ZR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp45    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
134    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,SM        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp45    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.91                   ,simulation_runs_with_dwd_ensemble
135    ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,KA        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp45    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
136    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp85    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.9                    ,simulation_runs_with_dwd_ensemble
137    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW_sustag ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp85    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
138    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WG        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp85    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
139    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp85    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.78                   ,simulation_runs_with_dwd_ensemble
140    ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,WRa       ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp85    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.75                   ,simulation_runs_with_dwd_ensemble
141    ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,SG        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp85    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,1                      ,simulation_runs_with_dwd_ensemble
142    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,ZR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp85    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
143    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,SM        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp85    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.91                   ,simulation_runs_with_dwd_ensemble
144    ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,KA        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,MPI-CSC-REMO2009  ,rcp85    ,r2i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
145    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,UHOH-WRF361H      ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.9                    ,simulation_runs_with_dwd_ensemble
146    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW_sustag ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,UHOH-WRF361H      ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
147    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WG        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,UHOH-WRF361H      ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
148    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,UHOH-WRF361H      ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.78                   ,simulation_runs_with_dwd_ensemble
149    ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,WRa       ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,UHOH-WRF361H      ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.75                   ,simulation_runs_with_dwd_ensemble
150    ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,SG        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,UHOH-WRF361H      ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,1                      ,simulation_runs_with_dwd_ensemble
151    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,ZR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,UHOH-WRF361H      ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
152    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,SM        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,UHOH-WRF361H      ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.91                   ,simulation_runs_with_dwd_ensemble
153    ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,KA        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MPI-M-MPI-ESM-LR ,UHOH-WRF361H      ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
154    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW        ,sim_cc_historic.json ,crop_final.json ,site.json ,false     ,dwd/csvs                    ,dwd/csvs/germany_ubn_1901-2018_unzipped  ,                 ,                  ,         ,        ,        ,1970-01-01 ,2019-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.9                    ,historic_runs_for_validation
155    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW_sustag ,sim_cc_historic.json ,crop_final.json ,site.json ,false     ,dwd/csvs                    ,dwd/csvs/germany_ubn_1901-2018_unzipped  ,                 ,                  ,         ,        ,        ,1970-01-01 ,2019-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,historic_runs_for_validation
