Stations_id,lat,long,crop,avg.sowing.doy,values_sowing,avg. harvest.doy,values_harvest,earliest.sowing.doy,latest.sowing.doy,earliest.harvest.doy,latest.harvest.doy
2878,51.391,11.8788,SB,94,43,219,12,68,111,214,226
2925,51.3933,10.3123,SB,120,0,239,0,120,120,239,239
2932,51.4348,12.2396,SB,97,43,217,16,75,118,209,225
2995,52.8719,13.3927,SB,98,28,219,17,83,111,209,226
3015,52.2085,14.118,SB,87,0,217,0,87,87,217,217
3023,52.5181,7.3081,SB,112,30,219,22,101,131,211,233
3158,52.5468,14.5452,SB,119,0,224,0,119,119,224,224
3196,53.3223,11.9319,SB,104,9,220,2,100,109,219,221
3302,51.0418,11.0062,SB,90,54,212,24,54,108,200,224
3314,52.1458,11.9563,SB,100,36,213,32,89,125,198,230
3347,51.7384,9.7899,SB,101,37,224,27,84,121,211,238
3487,51.607,11.1183,SB,112,42,241,32,87,129,221,253
3491,50.441,11.2401,SB,114,0,237,0,114,114,237,237
3552,52.9037,12.8072,SB,108,0,209,23,108,108,202,225
3637,51.5158,10.7739,SB,106,30,223,38,92,122,201,239
3660,50.3601,6.8697,SB,92,10,219,14,89,99,212,226
3684,51.2873,11.0183,SB,78,31,224,26,64,95,205,231
3750,48.0579,9.9479,SB,104,0,231,0,104,104,231,231
3815,52.2553,8.0534,SB,106,48,217,32,85,133,201,233
4039,53.7331,9.8776,SB,111,52,222,72,81,133,186,258
4079,51.1765,11.4183,SB,98,40,221,24,70,110,206,230
4271,54.1803,12.0808,SB,100,0,229,10,100,100,224,234
4372,50.8063,10.2294,SB,100,25,224,28,88,113,210,238
4466,54.5275,9.5487,SB,103,31,221,30,89,120,204,234
4625,53.6425,11.3872,SB,104,21,221,41,95,116,204,245
4642,52.8911,11.7297,SB,94,18,206,29,85,103,188,217
4768,50.6574,9.9135,SB,120,11,231,13,115,126,223,236
4887,48.6657,9.8646,SB,102,39,224,30,84,123,210,240
4933,48.7091,9.2147,SB,98,30,214,31,82,112,198,229
4983,50.8619,11.2453,SB,98,17,220,30,87,104,206,236
5100,49.7479,6.6582,SB,104,33,219,17,88,121,210,227
5103,49.3544,7.7948,SB,106,15,235,8,97,112,231,239
5142,53.7444,14.0697,SB,102,27,222,10,88,115,215,225
5250,48.0908,7.6353,SB,91,23,195,24,80,103,185,209
5404,48.4025,11.6946,SB,97,29,213,24,83,112,203,227
5440,49.0116,10.9308,SB,99,26,218,18,85,111,211,229
5546,52.1207,12.4585,SB,93,28,212,29,83,111,201,230
5629,51.8892,12.6445,SB,102,41,213,14,78,119,205,219
5705,49.7703,9.9577,SB,98,29,220,8,84,113,216,224
5750,51.0314,12.1495,SB,99,34,215,27,78,112,207,234
7509,54.4333,9.7,SB,116,34,236,21,91,125,227,248
7513,54.6167,9.9833,SB,125,0,235,0,125,125,235,235
7516,54.4,9.9667,SB,110,37,231,30,90,127,216,246
7518,54.4,9.85,SB,119,9,218,19,116,125,207,226
7521,54.4333,9.8167,SB,110,1,226,15,110,111,217,232
7522,54.3667,10.0333,SB,117,10,228,0,111,121,228,228
7526,54.4333,10.05,SB,116,20,234,7,106,126,231,238
7528,54.55,9.8167,SB,110,8,228,13,107,115,222,235
7529,54.4833,10.1167,SB,130,15,246,13,121,136,239,252
7532,54.4,8.7667,SB,129,0,240,0,129,129,240,240
7536,54.0167,10.5667,SB,106,59,228,49,74,133,196,245
7544,54.1833,10.55,SB,110,36,230,25,92,128,221,246
7546,53.95,10.7333,SB,121,41,225,28,93,134,216,244
7554,54.7333,9.5667,SB,110,15,228,13,103,118,221,234
7555,54.7,9.55,SB,107,39,241,33,87,126,221,254
7557,54.6167,9.3667,SB,114,29,227,16,101,130,220,236
7559,54.75,9.9,SB,117,23,236,24,104,127,223,247
7563,54.7667,9.3167,SB,112,30,230,24,97,127,219,243
7565,54.7333,9.1,SB,116,20,223,31,102,122,212,243
7566,54.75,9.5167,SB,116,24,232,38,102,126,219,257
7568,54.7333,9.5,SB,123,13,244,20,116,129,230,250
7579,54.7667,9.1667,SB,103,35,222,26,89,124,207,233
7580,54.7167,9.6833,SB,117,26,246,0,103,129,246,246
7582,54.7333,9.7333,SB,128,0,227,12,128,128,222,234
7584,54.8,9.65,SB,121,5,240,27,118,123,228,255
7586,54.6833,9.3333,SB,103,21,220,48,90,111,195,243
7592,53.4833,10.6333,SB,120,24,223,32,109,133,211,243
7593,53.6833,10.5667,SB,113,23,240,19,101,124,231,250
7601,53.6167,10.7,SB,97,31,220,14,81,112,215,229
7605,53.75,10.6167,SB,120,14,229,25,115,129,214,239
7608,53.5,10.4833,SB,110,23,229,27,99,122,218,245
7610,53.45,10.55,SB,104,0,225,0,104,104,225,225
7616,54.6167,8.9667,SB,118,19,228,28,107,126,216,244
7620,54.4167,9.25,SB,121,27,230,11,105,132,225,236
7623,54.6667,9.1333,SB,113,46,220,42,88,134,204,246
7624,54.5167,8.65,SB,116,49,223,40,91,140,203,243
7635,54.25,9.1833,SB,114,19,224,27,104,123,212,239
7646,54.25,10.8333,SB,112,45,237,29,94,139,223,252
7650,54.1,10.8167,SB,110,41,234,19,84,125,228,247
7660,53.7,9.8,SB,114,20,227,32,102,122,214,246
7662,53.7333,9.7833,SB,103,9,222,29,100,109,205,234
7669,53.8167,9.7833,SB,113,31,225,45,99,130,206,251
7676,54.1167,10.4833,SB,117,25,226,3,100,125,224,227
7684,54.3567,10.182,SB,109,12,227,18,103,115,221,239
7686,54.3167,10.2167,SB,121,25,233,4,109,134,231,235
7693,54.2833,10.2333,SB,114,26,232,44,94,120,215,259
7696,54.1,10.2,SB,101,46,224,5,80,126,222,227
7700,54.1667,10.05,SB,108,23,229,0,97,120,229,229
7703,54.2,9.75,SB,120,26,228,9,112,138,224,233
7706,54.25,9.55,SB,118,19,225,29,106,125,215,244
7707,54.3,9.6,SB,113,9,229,23,108,117,217,240
7709,54.2333,9.5167,SB,110,24,216,16,97,121,211,227
7711,54.0833,9.65,SB,112,52,221,28,79,131,206,234
7712,54.3,9.5,SB,112,23,227,14,102,125,219,233
7713,54.2333,9.6667,SB,96,12,221,4,90,102,219,223
7714,54.05,9.7,SB,119,24,238,23,108,132,231,254
7715,54.1667,9.85,SB,111,18,223,33,103,121,208,241
7716,54.3,9.6667,SB,119,8,230,17,114,122,221,238
7717,54.3167,9.7,SB,116,11,249,0,111,122,249,249
7721,54.1167,9.4333,SB,112,32,228,28,102,134,211,239
7722,54.1333,9.55,SB,105,31,237,23,87,118,222,245
7725,54.2833,9.65,SB,104,17,224,7,92,109,220,227
7730,54.6167,9.8333,SB,123,36,228,50,103,139,200,250
7731,54.3167,9.3167,SB,122,16,236,0,114,130,236,236
7736,54.55,9.4,SB,108,12,215,28,103,115,205,233
7737,54.4167,9.5167,SB,113,27,224,38,99,126,208,246
7738,54.55,9.5167,SB,113,26,228,24,104,130,218,242
7743,54.35,9.2167,SB,124,0,228,0,124,124,228,228
7745,53.9167,9.8833,SB,118,26,226,15,105,131,219,234
7748,54.0667,10.2167,SB,112,2,228,0,111,113,228,228
7750,53.95,10.25,SB,114,21,243,27,101,122,232,259
7753,53.9667,10.0833,SB,114,4,226,10,112,116,222,232
7754,53.7833,10,SB,111,23,232,7,98,121,229,236
7755,53.85,9.9667,SB,115,13,228,34,108,121,211,245
7759,53.8167,10.15,SB,110,39,226,21,89,128,219,240
7761,54.0167,10.1667,SB,105,7,236,30,102,109,219,249
7765,54.0333,10.3167,SB,122,0,246,0,122,122,246,246
7769,53.7833,10.0833,SB,119,24,226,22,104,128,212,234
7772,53.9,9.7833,SB,117,15,223,27,110,125,210,237
7774,53.8167,9.6167,SB,115,24,225,17,104,128,216,233
7775,53.95,9.7167,SB,114,44,224,5,96,140,221,226
7778,54.0167,9.6833,SB,104,28,226,28,89,117,215,243
7779,53.9667,9.6167,SB,116,7,218,1,112,119,218,219
7781,54.0167,9.8,SB,109,31,221,43,89,120,202,245
7784,53.6667,10.2,SB,106,26,233,14,89,115,227,241
7786,53.7333,10.2667,SB,116,23,230,63,104,127,204,267
7790,53.7,10.0167,SB,110,12,220,14,104,116,215,229
7795,53.8333,10.4833,SB,119,10,229,3,114,124,228,231
7798,53.8667,10.3333,SB,118,25,227,18,104,129,218,236
7799,53.6167,10.4167,SB,118,27,227,43,105,132,198,241
7801,53.7333,10.1667,SB,113,16,228,29,105,121,217,246
7807,54.15,9.0667,SB,104,46,223,20,88,134,209,229
7811,54.0833,9.1167,SB,107,27,227,25,95,122,217,242
7812,53.9833,9.1167,SB,104,37,223,34,84,121,205,239
7815,53.9667,9.0833,SB,106,39,238,5,86,125,236,241
7817,54.7333,8.7333,SB,131,4,244,10,128,132,238,248
7818,54.8167,9.15,SB,129,10,241,0,124,134,241,241
7820,54.7833,8.95,SB,119,26,229,28,102,128,218,246
7821,54.8,9.1667,SB,106,29,231,22,88,117,221,243
7822,54.8667,8.7333,SB,131,18,246,3,121,139,245,248
7824,54.7333,8.4333,SB,96,7,216,10,93,100,211,221
7828,54.6833,8.5667,SB,117,5,228,15,115,120,219,234
7829,53.65,10.1833,SB,112,21,223,49,102,123,211,260
7830,53.4833,10.2333,SB,120,6,233,27,116,122,218,245
7844,53.6,10.1833,SB,97,0,196,0,97,97,196,196
7849,52.7,8.5,SB,101,26,212,27,91,117,201,228
7853,52.6333,8.3833,SB,103,21,220,33,95,116,199,232
7855,52.7667,8.75,SB,119,47,232,17,90,137,224,241
7857,52.6,8.8333,SB,98,31,217,23,80,111,203,226
7858,52.75,8.8333,SB,104,28,231,15,89,117,223,238
7859,52.6,8.4833,SB,111,28,228,6,92,120,225,231
7860,52.7333,8.6667,SB,102,5,220,6,99,104,217,223
7862,52.8,8.8333,SB,107,45,226,26,79,124,211,237
7863,52.6833,8.8,SB,101,25,221,27,88,113,208,235
7865,52.5667,8.5667,SB,113,21,217,20,101,122,209,229
7868,52.7833,9.1333,SB,99,31,224,34,83,114,212,246
7872,52.9,8.5833,SB,99,30,220,38,82,112,205,243
7875,52.8667,9.0333,SB,97,23,218,22,87,110,208,230
7876,52.9833,8.8167,SB,102,36,227,27,86,122,215,242
7877,52.8667,8.5,SB,113,7,229,0,110,117,229,229
7878,52.9,9.0333,SB,94,30,220,25,81,111,208,233
7879,52.9,8.8,SB,103,36,218,29,84,120,203,232
7881,52.85,9.1833,SB,106,39,223,36,90,129,203,239
7894,52.1333,9.5833,SB,107,36,230,28,86,122,219,247
7906,52.3,9.7333,SB,101,31,223,59,83,114,191,250
7912,52.3,9.8,SB,102,27,223,17,89,116,216,233
7918,52.4,9.6,SB,103,7,228,11,99,106,223,234
7919,52.55,9.4167,SB,109,23,222,22,99,122,212,234
7920,52.5333,9.4667,SB,98,29,214,29,85,114,199,228
7922,52.3833,9.35,SB,112,24,218,7,96,120,214,221
7923,52.4,9.45,SB,112,38,211,53,90,128,190,243
7925,52.5,9.45,SB,95,27,224,9,80,107,219,228
7927,52.5167,9.5167,SB,96,31,217,30,80,111,202,232
7931,52.5667,9.3,SB,104,26,220,26,88,114,211,237
7933,52.6667,9.25,SB,110,42,215,36,89,131,199,235
7936,52.5667,9.1333,SB,99,24,216,34,87,111,202,236
7937,52.6167,9.25,SB,107,24,220,16,99,123,211,227
7938,52.4167,8.75,SB,92,11,224,9,88,99,220,229
7939,52.6,9.0833,SB,102,23,216,21,89,112,205,226
7941,52.6667,9.1667,SB,102,17,218,38,92,109,200,238
7943,52.5,8.9833,SB,101,29,212,22,89,118,200,222
7944,52.65,9.2167,SB,114,0,228,0,114,114,228,228
7946,52.7167,9.25,SB,99,31,214,49,84,115,185,234
7948,52.6667,9.3833,SB,103,34,219,38,83,117,201,239
7950,52.45,8.85,SB,104,29,216,20,93,122,204,224
7951,52.4,9.1167,SB,115,23,228,24,102,125,216,240
7956,52.45,9.4,SB,105,0,210,12,105,105,204,216
7961,52.2167,9.15,SB,97,0,217,0,97,97,217,217
7963,52.2167,9.4,SB,110,35,229,21,92,127,217,238
7973,52.2167,9.55,SB,109,33,263,0,95,128,263,263
7974,52.2167,9.6333,SB,94,2,216,15,93,95,209,224
7978,52.15,9.95,SB,106,34,233,0,89,123,233,233
7979,52,9.9333,SB,101,23,225,35,89,112,208,243
7980,51.9833,9.8167,SB,105,39,215,41,86,125,192,233
7983,51.95,9.9167,SB,110,13,232,0,104,117,232,232
7984,52.0833,9.7833,SB,99,0,218,27,99,99,205,232
7987,51.9833,9.7833,SB,111,19,232,24,100,119,217,241
7990,51.5333,10.1833,SB,123,0,218,0,123,123,218,218
7992,51.5667,10.3167,SB,107,33,214,42,89,122,192,234
7994,51.5,10.1833,SB,115,20,220,19,101,121,210,229
7995,51.5667,10.2333,SB,118,12,231,10,114,126,229,239
7998,51.8,9.7,SB,98,27,219,3,88,115,218,221
8004,51.4333,9.9333,SB,106,32,221,26,89,121,206,232
8005,51.6167,10,SB,94,0,233,0,94,94,233,233
8007,51.55,10.0667,SB,98,42,216,33,80,122,198,231
8009,52.0333,10,SB,110,25,213,37,96,121,192,229
8010,52.0667,10.0167,SB,99,21,216,26,88,109,203,229
8015,51.95,10.1167,SB,120,0,235,10,120,120,230,240
8018,52.0833,10.15,SB,108,28,218,31,94,122,203,234
8020,52.2333,9.85,SB,122,24,219,32,108,132,204,236
8023,51.7,9.4333,SB,93,8,210,20,89,97,200,220
8025,51.9333,9.65,SB,102,59,223,3,76,135,221,224
8028,51.85,9.6333,SB,105,44,225,54,79,123,192,246
8036,51.3833,9.7667,SB,101,25,230,36,86,111,212,248
8037,51.4667,9.8,SB,110,31,233,37,92,123,220,257
8039,51.5167,9.7,SB,109,37,222,10,90,127,218,228
8045,51.6667,9.7833,SB,118,25,244,19,107,132,237,256
8046,51.7167,9.8333,SB,105,34,222,27,89,123,211,238
8048,51.7167,10,SB,110,28,227,21,93,121,215,236
8049,51.6833,9.55,SB,108,24,237,29,96,120,223,252
8052,51.6,10.45,SB,103,25,225,23,90,115,215,238
8053,51.7,10.1667,SB,107,21,225,21,99,120,216,237
8054,51.7667,10.1833,SB,104,21,217,0,94,115,217,217
8056,51.65,10.25,SB,103,29,224,31,89,118,209,240
8058,51.8,10.0333,SB,104,37,226,37,85,122,209,246
8060,51.7333,10.25,SB,104,32,235,11,88,120,229,240
8063,51.6,10.55,SB,113,44,236,22,85,129,221,243
8064,51.8167,10.0667,SB,102,38,225,20,84,122,214,234
8071,52.3167,10.2333,SB,94,29,213,25,79,108,196,221
8073,52.3,10.3167,SB,105,12,216,18,98,110,210,228
8084,52.6333,10.0833,SB,103,31,224,44,89,120,199,243
8087,52.5333,9.7667,SB,110,20,223,20,96,116,211,231
8088,52.45,10,SB,98,18,230,6,90,108,225,231
8090,52.5667,9.85,SB,103,18,220,21,91,109,211,232
8091,52.55,9.7667,SB,87,20,205,19,76,96,196,215
8093,52.4,10.0667,SB,102,24,223,12,92,116,216,228
8099,52.6,10.1167,SB,87,14,216,19,81,95,207,226
8100,52.6833,9.8167,SB,113,24,233,26,98,122,221,247
8101,52.8167,9.9667,SB,100,35,218,29,80,115,203,232
8104,52.7344,10.2244,SB,80,12,219,15,76,88,210,225
8105,52.7,10.2333,SB,94,30,218,31,79,109,205,236
8111,52.6167,10.15,SB,100,29,225,22,86,115,215,237
8113,52.7333,9.85,SB,98,26,212,18,84,110,200,218
8114,52.8667,10.1167,SB,103,21,223,20,92,113,213,233
8117,52.7333,10.1667,SB,96,30,220,20,80,110,212,232
8122,52.6667,9.8333,SB,105,26,217,23,94,120,205,228
8123,52.65,10.3833,SB,92,25,218,37,79,104,205,242
8125,52.7667,9.55,SB,96,47,223,35,69,116,209,244
8126,52.8,9.4833,SB,105,30,230,11,89,119,224,235
8127,52.9,9.6667,SB,100,28,222,37,83,111,206,243
8128,52.7667,9.4667,SB,101,34,218,30,84,118,204,234
8129,52.8333,9.6333,SB,100,40,219,35,83,123,199,234
8130,52.8667,9.7,SB,106,13,229,23,99,112,217,240
8132,52.9,9.5833,SB,106,22,225,24,94,116,212,236
8133,52.9333,9.7333,SB,109,24,226,34,97,121,213,247
8134,52.6667,9.6167,SB,101,22,221,35,90,112,203,238
8135,52.95,9.5333,SB,99,30,220,32,83,113,203,235
8137,52.8667,9.6,SB,88,44,217,22,66,110,206,228
8138,52.85,9.7333,SB,109,31,216,24,98,129,200,224
8144,52.4833,10.55,SB,97,27,215,24,84,111,205,229
8146,52.7333,10.6,SB,101,24,225,22,84,108,217,239
8147,52.3667,10.75,SB,112,32,225,33,100,132,210,243
8148,52.6833,10.7,SB,104,23,220,28,89,112,204,232
8149,52.3833,10.55,SB,111,30,240,4,94,124,238,242
8151,52.5333,10.35,SB,90,45,212,25,64,109,200,225
8153,52.3833,10.4833,SB,108,37,226,26,86,123,214,240
8157,52.6833,10.4,SB,100,36,218,35,79,115,199,234
8164,52.65,10.4333,SB,95,33,216,33,79,112,200,233
8165,52.6667,10.85,SB,105,32,217,24,86,118,206,230
8166,53.3333,9.8833,SB,106,23,224,46,97,120,210,256
8169,53.2333,10.1,SB,110,1,229,0,110,111,229,229
8171,53.25,10,SB,108,13,227,18,101,114,214,232
8172,53.3667,9.9833,SB,119,41,230,19,94,135,221,240
8174,53.3667,10.3,SB,115,25,228,29,105,130,214,243
8175,53.45,9.7333,SB,95,25,218,40,81,106,201,241
8178,53.2833,9.9167,SB,101,24,220,17,85,109,212,229
8182,53.4,9.8667,SB,114,7,219,19,111,118,209,228
8188,53.3333,10.1833,SB,116,21,229,18,104,125,220,238
8190,53.3,9.8,SB,101,26,220,14,88,114,214,228
8191,53.2667,10.1167,SB,102,17,221,25,93,110,208,233
8192,53.2833,9.7167,SB,116,0,223,22,116,116,216,238
8193,53.3167,9.8,SB,99,14,227,0,92,106,227,227
8197,53.2333,9.6667,SB,110,27,226,26,95,122,213,239
8203,53.0333,11.2667,SB,117,23,221,36,103,126,200,236
8212,53.0333,11.5333,SB,109,11,235,33,104,115,212,245
8213,53.0833,11.1833,SB,98,21,218,27,87,108,207,234
8227,53.1167,11.2,SB,100,49,211,28,79,128,200,228
8228,53,11.1513,SB,111,41,223,51,88,129,201,252
8232,53.05,11.2167,SB,107,30,222,25,92,122,208,233
8233,53.1,11.05,SB,103,16,214,43,97,113,189,232
8235,53.3667,10.4833,SB,111,15,228,27,104,119,216,243
8238,53.2,10.55,SB,99,28,220,21,82,110,209,230
8241,53.2833,10.3167,SB,104,31,224,15,83,114,218,233
8243,53.15,10.85,SB,106,42,224,15,93,135,218,233
8245,53.1333,10.2167,SB,97,26,219,26,83,109,208,234
8248,53.0833,10,SB,100,25,218,22,84,109,207,229
8251,53.0833,9.85,SB,101,20,222,22,90,110,210,232
8253,53.1167,9.8,SB,111,21,219,50,99,120,190,240
8255,53.1,10.0667,SB,102,27,222,28,89,116,211,239
8256,52.9333,10.15,SB,95,35,221,29,83,118,204,233
8258,52.9167,9.9667,SB,100,24,222,28,86,110,209,237
8259,53.1667,9.9667,SB,110,22,226,15,99,121,220,235
8260,53.0333,9.8333,SB,102,33,219,34,83,116,205,239
8261,53.1333,10.6,SB,98,34,222,35,80,114,203,238
8263,52.95,10.7667,SB,108,1,229,2,107,108,228,230
8266,52.9667,10.4667,SB,100,26,209,24,91,117,196,220
8268,52.95,10.8333,SB,103,30,218,21,84,114,205,226
8269,53.0333,10.4167,SB,101,32,222,27,79,111,209,236
8272,52.9167,10.4667,SB,95,21,216,37,84,105,195,232
8273,53.1,10.7333,SB,99,20,221,19,87,107,214,233
8279,52.8,10.6333,SB,95,22,210,20,81,103,199,219
8280,52.8333,10.7333,SB,103,36,213,35,84,120,193,228
8282,52.9,10.45,SB,96,6,218,2,93,99,217,219
8283,52.9167,10.7667,SB,103,0,218,13,103,103,211,224
8284,52.9833,10.7833,SB,98,24,221,44,82,106,192,236
8285,52.9667,10.5667,SB,98,26,217,42,83,109,194,236
8288,53.0833,10.2833,SB,97,42,216,24,74,116,202,226
8292,53.2667,9.2,SB,105,22,222,31,93,115,209,240
8293,53.4833,9.1333,SB,104,37,225,30,84,121,210,240
8294,53.25,9.3833,SB,103,21,220,20,90,111,214,234
8296,53.35,9.1833,SB,87,0,215,0,87,87,215,215
8300,53.3833,9.2167,SB,105,31,221,18,87,118,212,230
8301,53.45,9.1167,SB,104,35,213,15,85,120,205,220
8304,53.8167,8.7667,SB,113,32,236,37,97,129,218,255
8309,53.6333,9.1,SB,101,25,215,24,84,109,206,230
8317,53.75,8.8167,SB,108,15,225,29,100,115,214,243
8318,53.75,8.7833,SB,89,0,211,0,89,89,211,211
8319,53.6833,9.15,SB,111,23,220,33,97,120,199,232
8324,53.15,8.9333,SB,124,4,231,18,122,126,222,240
8326,53.2167,8.8,SB,116,24,224,49,103,127,204,253
8333,53.0667,9.3167,SB,96,29,216,33,81,110,202,235
8334,53.1333,9.5,SB,96,22,222,22,87,109,211,233
8336,53.1667,9.6667,SB,103,23,220,21,90,113,212,233
8337,53.0833,9.6,SB,100,29,219,40,83,112,198,238
8339,53.2,9.5333,SB,88,22,219,16,78,100,213,229
8340,53.0167,9.4833,SB,107,51,219,22,76,127,210,232
8342,53.1167,9.4167,SB,99,24,224,0,89,113,224,224
8348,53.5667,9.5167,SB,100,16,220,34,93,109,202,236
8350,53.4,9.5,SB,113,22,220,35,102,124,206,241
8352,53.6833,9.4333,SB,118,0,221,0,118,118,221,221
8353,53.6667,9.3833,SB,119,37,223,39,102,139,201,240
8354,53.45,9.3833,SB,95,23,218,27,86,109,206,233
8355,53.4667,9.7,SB,108,13,216,25,100,113,205,230
8360,53.5167,9.4833,SB,108,63,210,42,76,139,191,233
8361,53.6167,9.3167,SB,108,42,228,23,86,128,214,237
8362,53.4167,9.4667,SB,90,0,223,0,90,90,223,223
8363,53.7167,9.2833,SB,110,30,247,0,89,119,247,247
8365,53.4833,9.3333,SB,97,25,215,19,85,110,207,226
8368,53.8,9.25,SB,114,0,235,4,114,114,233,237
8370,53.3667,9.6,SB,108,20,222,40,95,115,202,242
8371,53.6,9.4833,SB,100,30,220,23,88,118,211,234
8373,53.0167,9.05,SB,96,19,220,23,87,106,211,234
8375,53.05,9.1833,SB,123,2,207,0,122,124,207,207
8376,52.8833,9.3167,SB,100,27,225,29,84,111,211,240
8380,52.9333,9.1833,SB,106,45,239,20,79,124,228,248
8381,52.9,9.2333,SB,107,22,211,21,96,118,198,219
8382,53.6283,8.8324,SB,109,32,221,28,90,122,209,237
8383,53.4333,8.8167,SB,114,39,227,26,89,128,216,242
8388,53.4333,8.6167,SB,121,40,216,12,93,133,212,224
8389,53.5333,8.8833,SB,106,24,204,0,94,118,204,204
8390,53.7167,8.7167,SB,108,1,204,0,108,109,204,204
8392,53.4167,8.5833,SB,118,0,212,15,118,118,204,219
8393,53.45,8.6167,SB,110,21,219,29,102,123,203,232
8397,53.65,8.5167,SB,88,0,232,10,88,88,227,237
8400,53.1,7.2167,SB,99,28,218,7,87,115,214,221
8402,52.9667,7.7667,SB,105,19,214,23,93,112,201,224
8403,53,7.3,SB,92,5,208,14,89,94,200,214
8404,52.8667,7.3167,SB,104,23,226,21,91,114,210,231
8407,52.85,7.6667,SB,107,18,219,7,99,117,215,222
8409,52.5333,7.8667,SB,101,13,216,27,94,107,201,228
8411,52.55,7.95,SB,105,54,220,20,69,123,211,231
8412,52.5833,7.7333,SB,100,30,220,20,82,112,209,229
8414,52.5167,7.6833,SB,103,19,217,16,93,112,208,224
8416,52.6667,7.95,SB,109,24,220,32,96,120,206,238
8418,52.4,7.85,SB,105,20,218,22,96,116,205,227
8420,52.4167,7.7333,SB,100,36,222,7,78,114,218,225
8422,52.5333,7.9333,SB,116,40,221,11,89,129,214,225
8424,52.6,6.85,SB,102,28,223,36,88,116,209,245
8425,52.6333,6.7667,SB,107,30,234,39,91,121,204,243
8426,52.3,7.1167,SB,109,19,214,26,98,117,202,228
8429,52.4333,7.0833,SB,120,4,219,0,118,122,219,219
8430,52.2833,7.2833,SB,108,24,220,32,97,121,202,234
8431,52.3167,7.2333,SB,109,23,218,22,95,118,210,232
8433,52.55,6.7333,SB,104,26,220,29,89,115,212,241
8434,52.5167,7.1333,SB,111,26,218,12,99,125,214,226
8438,52.6,7.4333,SB,110,23,219,21,101,124,209,230
8439,52.4833,7.55,SB,105,16,214,0,96,112,214,214
8440,52.5333,7.45,SB,87,29,217,27,76,105,203,230
8442,52.4,7.3,SB,107,25,218,11,94,119,213,224
8443,52.4833,7.4167,SB,99,12,213,0,95,107,213,213
8447,52.2,8.35,SB,109,27,235,33,95,122,216,249
8448,52.2,8.4667,SB,127,0,216,0,127,127,216,216
8452,52.7667,7.5,SB,100,28,220,20,85,113,210,230
8454,52.7833,7.2333,SB,89,56,217,21,66,122,203,224
8455,52.6667,7.4833,SB,95,29,218,12,80,109,211,223
8457,52.3,8.15,SB,110,14,231,0,104,118,231,231
8459,52.25,7.95,SB,109,33,219,36,89,122,199,235
8460,52.2,8.05,SB,118,11,217,4,112,123,215,219
8463,52.2333,7.9667,SB,115,31,228,22,95,126,211,233
8465,52.15,8.05,SB,96,31,227,10,82,113,222,232
8466,52.1,8.0833,SB,105,21,216,18,95,116,208,226
8467,52.3167,8.0333,SB,111,24,216,39,97,121,194,233
8468,52.2,8.0667,SB,114,17,223,21,107,124,212,233
8469,52.2333,8,SB,109,30,225,22,88,118,214,236
8471,52.0833,7.9333,SB,107,19,219,20,99,118,210,230
8473,52.25,8.1167,SB,105,25,220,35,92,117,200,235
8474,52.1167,8.05,SB,110,8,219,31,104,112,209,240
8475,52.2833,8.4167,SB,107,35,229,39,88,123,214,253
8477,52.3167,8.3667,SB,115,37,228,19,89,126,216,235
8478,52.3167,8.3333,SB,110,33,210,49,92,125,182,231
8482,53.35,7.1833,SB,118,32,242,22,97,129,231,253
8483,53.4667,7.4833,SB,110,25,240,2,97,122,239,241
