climate station,lat,long,crop,avg sowing doy,# values sowing,avg harvest doy,# values harvest,earliest sowing doy,latest sowing doy,earliest harvest doy,latest harvest doy
7979,52,9.9333,SBee,109,4,264,3,96,126,245,277
7982,52.0667,9.7167,SBee,111,15,263,15,100,130,251,277
7984,52.0833,9.7833,SBee,111,4,290,4,98,130,283,298
7990,51.5333,10.1833,SBee,108,14,275,13,94,139,250,295
7991,51.6167,10.2167,SBee,111,14,286,14,96,129,277,307
7998,51.8,9.7,SBee,105,16,276,16,81,127,234,309
8007,51.55,10.0667,SBee,115,3,270,3,107,124,262,278
8008,52.0167,10.1333,SBee,102,3,273,3,87,123,267,282
8011,52.1,9.9167,SBee,111,13,271,13,99,150,260,291
8018,52.0833,10.15,SBee,106,16,263,16,87,126,250,278
8023,51.7,9.4333,SBee,114,3,289,3,114,115,283,298
8025,51.9333,9.65,SBee,119,11,278,11,98,136,266,305
8028,51.85,9.6333,SBee,111,15,287,15,87,128,261,305
8039,51.5167,9.7,SBee,114,9,276,9,98,136,266,295
8047,51.6333,9.9333,SBee,114,3,285,4,103,125,264,301
8058,51.8,10.0333,SBee,106,7,298,7,88,124,273,306
8064,51.8167,10.0667,SBee,106,16,274,16,85,124,255,291
8069,52.2333,10.2333,SBee,110,4,270,4,100,126,265,275
8071,52.3167,10.2333,SBee,99,4,261,4,90,108,258,266
8091,52.55,9.7667,SBee,103,16,290,16,85,121,260,317
8093,52.4,10.0667,SBee,102,6,258,5,91,111,255,263
8099,52.6,10.1167,SBee,114,16,305,14,103,128,273,335
8101,52.8167,9.9667,SBee,111,16,274,16,100,129,254,300
8128,52.7667,9.4667,SBee,110,4,273,4,106,114,261,287
8129,52.8333,9.6333,SBee,107,4,288,4,97,111,273,296
8133,52.9333,9.7333,SBee,118,14,285,14,100,133,263,300
8135,52.95,9.5333,SBee,105,16,298,16,95,117,273,339
8151,52.5333,10.35,SBee,111,14,280,13,93,130,253,314
8157,52.6833,10.4,SBee,118,6,283,6,96,127,262,309
8164,52.65,10.4333,SBee,111,16,297,16,91,121,273,332
8166,53.3333,9.8833,SBee,114,15,282,15,101,133,263,301
8172,53.3667,9.9833,SBee,122,6,287,7,116,131,262,304
8175,53.45,9.7333,SBee,121,13,285,13,108,132,263,320
8212,53.0333,11.5333,SBee,115,8,295,8,110,124,289,305
8227,53.1167,11.2,SBee,111,3,275,3,107,119,259,298
8228,53,11.1513,SBee,109,14,283,16,97,127,265,307
8233,53.1,11.05,SBee,109,4,307,4,100,114,298,332
8248,53.0833,10,SBee,113,8,291,8,104,130,276,313
8255,53.1,10.0667,SBee,117,16,299,16,86,137,264,321
8256,52.9333,10.15,SBee,110,16,268,16,86,127,159,298
8260,53.0333,9.8333,SBee,114,16,292,16,103,136,275,308
8261,53.1333,10.6,SBee,110,16,276,16,91,127,263,297
8266,52.9667,10.4667,SBee,126,8,292,8,116,147,287,301
8279,52.8,10.6333,SBee,111,16,272,16,98,127,260,288
8283,52.9167,10.7667,SBee,118,16,278,16,106,128,253,297
8284,52.9833,10.7833,SBee,107,6,268,6,101,114,266,274
8285,52.9667,10.5667,SBee,115,16,270,16,93,127,109,336
8288,53.0833,10.2833,SBee,105,15,282,14,87,115,258,312
8333,53.0667,9.3167,SBee,107,15,312,15,97,117,291,333
8340,53.0167,9.4833,SBee,100,8,300,8,78,123,283,314
8348,53.5667,9.5167,SBee,112,13,285,14,105,129,263,315
8350,53.4,9.5,SBee,121,5,279,5,113,139,253,297
8360,53.5167,9.4833,SBee,115,9,271,9,107,129,254,288
8365,53.4833,9.3333,SBee,113,12,288,12,97,136,273,303
8376,52.8833,9.3167,SBee,109,15,303,12,98,119,266,331
8380,52.9333,9.1833,SBee,115,3,290,3,105,126,265,310
8475,52.2833,8.4167,SBee,119,7,288,7,110,131,277,303
8556,52.2833,10.7,SBee,117,9,269,9,102,133,260,300
8559,52.2167,10.3667,SBee,112,12,277,12,105,127,257,300
8561,51.9,9.85,SBee,119,7,290,7,110,131,283,301
8563,51.8667,10.0167,SBee,108,16,275,15,86,126,257,300
8565,51.95,10.2167,SBee,108,15,281,15,92,126,259,315
8584,52.3667,10.9333,SBee,111,15,270,15,93,127,252,287
8585,52.2333,11.0167,SBee,109,8,302,6,98,124,284,314
8594,52.2833,10.75,SBee,117,9,261,9,106,131,254,268
8595,52.15,10.95,SBee,110,9,260,9,96,127,250,272
8598,52.4333,10.85,SBee,113,16,275,16,104,126,263,297
8606,52.1833,10.7167,SBee,107,16,269,16,87,127,256,278
8608,52.1667,10.5167,SBee,113,15,272,14,96,130,255,301
8614,52.1667,10.55,SBee,105,16,259,16,87,125,246,268
8616,53.15,8.2,SBee,121,6,294,5,114,133,276,326
8670,53.1,8.5333,SBee,107,15,311,15,95,122,275,330
8671,52.9833,8.2833,SBee,113,5,280,5,102,125,273,286
8723,51.3833,6.6,SBee,114,12,271,10,89,137,254,291
8724,51.2,6.45,SBee,115,5,257,5,101,136,250,266
8752,51.15,6.6667,SBee,104,14,258,16,89,116,252,267
8754,51.1,6.5,SBee,112,15,272,15,98,128,257,288
8765,51.3833,6.45,SBee,115,13,250,10,88,135,148,274
8767,51.2333,6.55,SBee,107,7,289,6,96,128,272,304
8772,51.7,6.1667,SBee,107,16,267,10,92,125,255,296
8776,51.7833,6.0167,SBee,111,4,276,11,106,114,247,331
8779,51.6667,6.2667,SBee,107,16,299,16,90,125,270,337
8780,51.7833,6.45,SBee,115,3,262,3,112,118,260,267
8810,51.5167,6.4,SBee,111,16,264,16,91,125,258,275
8813,51.6333,6.1833,SBee,115,10,263,13,100,128,256,277
8815,51.5833,6.25,SBee,115,10,270,11,89,145,257,291
8817,51.45,6.6333,SBee,109,16,260,16,99,123,250,272
8822,51.5833,6.5333,SBee,120,15,287,15,113,127,266,311
8824,51.65,6.6167,SBee,103,15,272,15,86,119,257,314
8836,50.9667,6.75,SBee,109,11,262,11,96,135,253,275
8841,50.7667,7.1333,SBee,106,16,265,16,92,129,257,277
8849,50.6667,6.8,SBee,101,15,263,15,88,116,257,275
8851,50.6833,6.6667,SBee,101,14,270,14,86,116,260,290
8852,50.6167,6.65,SBee,113,15,293,14,97,130,266,314
8863,50.9167,6.8167,SBee,114,16,265,16,94,128,247,287
8869,50.8167,6.95,SBee,106,11,271,11,94,125,256,284
8914,50.7632,7.2631,SBee,129,16,290,16,118,142,274,308
8932,50.8167,6.2667,SBee,106,16,267,16,90,128,251,282
8934,50.7833,6.2,SBee,107,12,273,12,99,122,259,309
8940,50.8,6.4167,SBee,111,16,264,16,94,132,253,286
8957,50.9667,6.3167,SBee,102,4,273,3,90,112,268,276
8958,50.8833,6.45,SBee,102,15,259,15,86,115,254,272
8990,50.9167,6.1167,SBee,103,16,260,16,83,116,250,268
8998,51.9667,7.6333,SBee,106,9,285,9,97,114,281,293
9012,51.7,7.8333,SBee,120,5,293,5,105,127,266,317
9020,51.8833,6.6667,SBee,105,15,287,14,90,118,268,340
9027,51.95,7.1833,SBee,108,16,273,16,80,130,250,293
9035,51.7,7.75,SBee,120,16,272,16,107,141,259,291
9060,52.0833,7.4833,SBee,120,5,294,3,102,136,288,303
9087,51.5833,7.0667,SBee,116,9,283,9,105,125,267,300
9109,52.0833,8.5167,SBee,109,14,280,14,87,136,265,289
9113,51.6833,8.5667,SBee,109,8,279,3,96,127,274,288
9121,51.9,9.1667,SBee,111,10,295,10,101,143,275,311
9138,52.2,8.6,SBee,117,9,285,9,112,128,272,293
9143,52.15,8.8,SBee,109,16,287,16,75,130,267,317
9155,51.8333,9.0667,SBee,113,10,296,10,107,131,276,323
9161,51.9833,8.6667,SBee,112,16,277,16,98,139,257,295
9164,52.1,8.9333,SBee,126,7,282,13,116,138,260,314
9180,52.3,8.9167,SBee,119,8,288,8,108,136,281,298
9187,52.25,8.7333,SBee,113,7,287,7,106,127,267,300
9198,51.7333,8.6833,SBee,107,16,283,16,87,132,266,299
9199,51.7667,8.6667,SBee,112,4,314,4,106,116,314,316
9200,51.7333,8.7167,SBee,123,7,303,7,113,132,292,309
9202,51.5833,9.25,SBee,106,16,284,16,87,125,267,314
9203,51.5833,9.3,SBee,117,16,272,16,101,136,265,283
9213,51.9167,8.3833,SBee,114,9,296,9,101,131,184,325
9269,51.6667,8.35,SBee,107,12,281,12,94,123,269,293
9275,51.6167,8.3333,SBee,125,11,281,11,114,132,275,289
9326,51.5,8.05,SBee,105,13,268,13,92,115,258,288
9374,51.5833,7.6667,SBee,104,6,299,6,93,114,277,329
9379,51.5833,7.8833,SBee,110,7,282,7,99,128,270,300
9401,49.6667,8.65,SBee,103,8,284,8,98,111,268,299
9429,49.8,8.6,SBee,98,13,287,12,85,112,268,308
9443,49.8833,9,SBee,116,3,272,8,107,130,251,300
9462,49.7833,9.0333,SBee,118,10,303,10,101,137,288,314
9468,50.3333,8.75,SBee,109,10,272,10,101,122,260,285
9478,50.4,8.8167,SBee,110,13,263,13,91,123,256,270
9490,50.5167,8.8167,SBee,113,16,272,16,92,139,263,291
9501,49.9667,8.5667,SBee,106,15,272,12,94,119,254,321
9504,50.6333,9.45,SBee,118,5,291,5,107,136,286,298
9534,50.8167,8.7833,SBee,103,7,280,8,97,114,264,304
9535,51.1833,9.9333,SBee,119,13,279,11,107,130,260,306
9536,51.1833,10.1167,SBee,118,9,279,9,101,136,269,284
9540,51.2,10.0667,SBee,110,11,280,11,101,128,266,294
9542,51.2167,10.0167,SBee,112,11,281,11,90,134,266,295
9568,51.0333,9.4,SBee,107,16,271,16,94,127,264,279
9571,50.9833,9.2667,SBee,114,16,272,16,101,124,258,280
9603,50.5333,9.65,SBee,122,3,280,3,114,131,275,284
9618,51.45,9.4167,SBee,108,8,278,9,80,124,269,292
9619,51.4833,9.25,SBee,118,15,279,13,101,133,262,297
9621,51.4,9.4667,SBee,106,10,294,10,99,123,274,306
9626,51.4667,9.4833,SBee,115,4,294,4,105,125,288,301
9646,51.2833,9.6,SBee,111,16,271,16,94,128,266,285
9649,51.3833,9.5167,SBee,111,14,286,15,97,125,265,300
9668,50.7333,8.7,SBee,113,9,284,4,95,133,274,296
9684,51.1,9.5333,SBee,116,16,282,16,95,157,266,310
9697,50.9833,9.5333,SBee,111,3,286,3,108,114,277,293
9732,51.4667,9.0167,SBee,105,13,281,13,83,124,275,297
9741,51.5167,9,SBee,117,3,292,3,111,124,289,295
9764,51.45,9.25,SBee,112,16,274,16,95,128,263,300
9766,51.3333,9.1667,SBee,122,4,271,4,107,137,270,273
9768,51.241,9.2629,SBee,106,16,280,16,94,126,259,307
9770,50.9,9.2167,SBee,113,8,279,8,104,136,270,301
9776,50.8667,9.35,SBee,111,16,289,16,95,131,274,304
9794,50.05,8.3,SBee,104,4,277,5,96,120,260,290
9833,50.15,8.75,SBee,103,16,303,16,86,115,282,330
9837,50.1667,8.9833,SBee,116,7,295,7,104,128,287,301
9845,50.3167,8.15,SBee,112,3,289,3,107,118,286,293
9848,50.3833,8.0333,SBee,112,10,289,10,102,130,258,309
9894,50.2167,8.2667,SBee,110,3,284,3,103,119,280,289
9996,49.7833,7.65,SBee,112,9,260,10,109,116,257,265
10149,50.1333,7.75,SBee,110,9,290,9,107,115,277,306
10176,49.6333,8.3667,SBee,92,16,286,15,84,110,260,337
10181,49.8333,8.0167,SBee,97,12,295,12,90,113,270,326
10187,49.9167,8.1333,SBee,94,16,267,16,75,106,252,291
10189,49.9333,8.1,SBee,101,16,260,16,94,113,248,273
10192,49.9667,8.2,SBee,97,16,271,16,85,109,255,289
10199,49.6667,8.2333,SBee,98,14,263,16,85,112,248,274
10216,49.0333,8,SBee,100,14,273,14,85,112,260,295
10218,49.5833,8.1667,SBee,95,8,267,8,85,112,259,274
10228,49.1167,8.15,SBee,102,14,280,12,87,114,248,329
10230,49.5,7.9167,SBee,122,16,298,16,113,136,277,309
10242,49.65,8.1,SBee,98,15,272,15,87,113,259,289
10243,49.6,8.05,SBee,109,4,269,4,94,119,260,278
10261,49.2667,8.2167,SBee,97,16,279,15,88,118,262,310
10268,49.4571,8.2892,SBee,105,16,281,16,90,115,254,297
10329,48.8667,10.25,SBee,123,3,288,3,118,126,279,293
10338,48.9333,9.3667,SBee,103,6,280,6,91,114,275,286
10341,48.9833,9.3667,SBee,105,5,289,5,94,114,275,313
10349,48.5167,8.8333,SBee,136,3,277,3,134,139,263,285
10353,48.7,9,SBee,107,16,279,16,94,128,259,308
10360,49.25,9.95,SBee,120,3,301,3,113,125,284,314
10396,49.2167,9.1,SBee,98,16,268,16,84,130,254,291
10403,49.0833,9.1,SBee,113,14,288,14,89,137,264,300
10406,49.0833,9.15,SBee,102,16,277,16,86,123,262,297
10416,49.3833,9.7,SBee,113,10,304,5,99,128,267,319
10422,48.8667,9.0333,SBee,92,16,269,16,82,106,253,288
10431,48.9667,9.1333,SBee,100,16,272,16,87,116,250,288
10432,49.05,9.1,SBee,96,4,283,7,88,103,261,303
10439,48.9,9.0833,SBee,100,16,265,16,88,118,248,279
10444,49.4333,10.1167,SBee,107,10,296,10,94,124,273,314
10449,49.4833,9.7667,SBee,107,15,281,16,95,132,259,301
10450,49.5333,9.9,SBee,109,16,290,16,93,129,283,319
10451,49.4833,10,SBee,108,10,278,10,93,123,269,291
10453,49.4333,9.8833,SBee,112,4,295,4,106,118,278,315
10467,49.2333,9.6333,SBee,98,3,265,3,92,106,258,271
10473,49.25,9.5667,SBee,111,8,283,8,104,123,270,289
10487,49.0833,9.8833,SBee,119,6,295,6,101,136,277,310
10491,48.5,10.1167,SBee,106,16,294,16,92,126,262,311
10496,49.0667,8.8,SBee,108,16,283,16,91,128,265,311
10498,48.9667,8.9667,SBee,100,13,266,15,84,123,248,288
10511,48.8833,9.35,SBee,98,16,298,14,85,123,258,324
10525,49.1333,8.5833,SBee,138,14,293,14,114,163,262,324
10526,49.1,8.65,SBee,99,16,273,16,85,111,257,296
10532,49.1833,8.75,SBee,96,3,264,4,86,104,259,270
10538,49.4,9.4,SBee,110,13,284,13,105,118,263,304
10540,49.4,9.5667,SBee,113,13,278,12,90,131,261,301
10542,49.5333,9.3167,SBee,109,4,285,4,98,124,271,298
10543,49.6333,9.4167,SBee,108,3,313,3,104,113,302,326
10554,49.2833,8.7333,SBee,118,4,283,4,88,138,263,303
10556,49.3333,8.75,SBee,109,13,297,12,94,119,270,322
10561,49.3833,8.8,SBee,106,8,274,8,94,115,257,287
10564,49.2667,8.75,SBee,104,15,283,14,77,120,261,312
10565,49.3833,8.8833,SBee,111,3,292,3,105,120,279,311
10570,49.0333,8.7,SBee,107,16,283,16,98,125,258,308
10572,49.0833,8.3833,SBee,114,5,282,5,95,131,279,288
10576,49.0167,8.5,SBee,110,8,280,8,101,118,265,295
10583,49.4,8.5333,SBee,99,12,288,12,75,119,273,301
10600,49.4167,9.2833,SBee,112,15,282,15,99,125,264,319
10612,49.1833,8.9833,SBee,106,4,264,4,90,127,260,270
10616,49.3333,8.9167,SBee,108,7,272,7,94,136,249,287
10619,49.3333,8.95,SBee,109,16,283,16,91,132,269,296
10622,49.0833,8.85,SBee,107,15,288,15,93,128,263,306
10631,49.1,8.85,SBee,107,9,283,9,95,121,268,329
10633,49.7667,9.6167,SBee,108,3,288,3,103,114,281,293
10635,49.7,9.8,SBee,107,7,291,7,101,112,280,303
10645,49.75,9.4833,SBee,107,16,296,15,91,130,272,314
10672,48.1333,7.7,SBee,104,4,279,6,97,113,257,322
10729,47.8667,7.6,SBee,115,7,286,7,107,130,265,301
10731,47.8167,7.6333,SBee,103,9,285,9,91,125,258,310
10786,47.7667,9.3167,SBee,108,5,291,5,91,125,268,314
10894,48.5333,9.2,SBee,104,10,292,10,88,122,273,311
10909,48.1833,9.5,SBee,114,14,303,13,99,132,278,316
10935,48.4667,8.9333,SBee,95,15,268,4,82,110,255,281
10954,48.05,10.8833,SBee,106,13,278,11,91,126,268,289
10964,48.4667,11.1333,SBee,113,4,305,3,104,121,301,314
10968,48.5833,11.0833,SBee,119,4,289,4,105,131,280,296
10996,48.3833,11.4167,SBee,123,5,298,5,114,132,284,307
11009,48.3167,11.9167,SBee,108,11,273,8,101,122,266,289
11032,48.7833,11.6,SBee,110,16,282,15,95,134,270,296
11033,48.7833,11.2833,SBee,119,14,274,13,93,142,242,288
11101,48.6333,11.3167,SBee,119,9,283,8,103,132,275,295
11162,48.8333,12.9667,SBee,116,16,268,15,102,129,254,275
11163,48.8833,12.6,SBee,108,15,265,15,89,125,257,278
11174,48.8167,12.8,SBee,103,16,274,16,85,124,262,289
11217,48.65,12.9,SBee,118,11,314,11,105,125,308,320
11220,48.5833,12.1833,SBee,112,16,285,16,95,130,274,301
11221,48.6167,12.2,SBee,109,16,283,16,93,129,242,315
11222,48.6333,12.35,SBee,111,4,288,3,98,131,280,299
11228,48.7333,12.3,SBee,99,16,271,16,86,118,253,288
11245,48.4333,13.0167,SBee,105,5,294,5,99,112,271,304
11305,49.3333,12.1167,SBee,111,5,287,5,100,129,282,293
11393,48.9667,12.0833,SBee,111,14,277,13,86,145,265,295
11396,49.0167,11.9333,SBee,117,16,284,16,94,136,271,301
11400,49.0667,12.0167,SBee,111,8,286,7,105,125,278,295
11403,48.9167,12.4333,SBee,105,16,277,14,85,116,260,291
11405,49.0333,12.25,SBee,108,16,281,16,89,137,253,304
11406,48.9833,12.2,SBee,135,14,278,15,111,169,267,294
11411,48.9,11.6167,SBee,111,16,295,16,93,128,276,309
11472,49.9167,11.0167,SBee,112,6,284,6,86,144,264,307
11486,49.9333,11.6167,SBee,118,8,283,8,103,134,269,300
11502,50.3667,10.8,SBee,115,9,280,9,105,126,262,296
11507,50.3,11.0333,SBee,130,3,295,3,122,136,283,303
11508,50.2667,11.15,SBee,116,16,286,16,97,134,269,309
11509,50.2167,11.1333,SBee,116,16,284,15,97,134,271,306
11630,49.3833,10.1833,SBee,105,3,295,3,88,116,285,303
11632,49.4,10.5167,SBee,112,7,292,7,99,132,275,309
11634,49.3333,10.8,SBee,108,16,287,16,86,130,258,309
11660,49.1667,10.3333,SBee,113,16,295,15,87,134,263,333
11667,49.5,10.8,SBee,124,14,294,14,93,144,273,325
11693,49.5833,10.6,SBee,122,4,266,4,117,128,250,278
11696,49.4833,10.7167,SBee,112,15,280,15,87,137,261,299
11703,49.3833,10.3333,SBee,114,3,283,3,110,116,276,293
11712,49.7667,10.5167,SBee,102,4,283,4,92,111,273,300
11715,49.3667,10.95,SBee,102,3,271,3,98,109,236,291
11719,49.55,10.4333,SBee,106,10,302,11,99,125,287,328
11720,49.6333,10.2333,SBee,105,15,266,14,86,132,259,278
11721,49.45,10.3167,SBee,110,12,288,12,99,130,253,309
11725,49.55,10.2333,SBee,104,16,274,16,91,112,264,286
11748,49.9667,9.2167,SBee,104,14,306,14,88,131,293,322
11767,50.1667,10.1667,SBee,116,9,288,9,103,132,270,306
11768,50.2,10.3167,SBee,108,15,285,15,91,132,265,307
11803,49.95,10.2833,SBee,99,16,285,16,89,113,277,297
11805,49.95,10.4167,SBee,112,12,285,12,100,131,272,303
11808,50.15,9.9667,SBee,112,6,282,5,103,119,267,300
11814,50.15,9.8833,SBee,109,8,303,8,99,118,292,331
11817,49.9667,10.6833,SBee,105,16,297,16,87,132,277,325
11820,50.0333,10.5,SBee,119,3,275,3,108,136,271,281
11827,50.15,10.4333,SBee,115,11,278,10,91,141,244,293
11836,50.1833,10.3667,SBee,111,9,285,9,102,132,267,320
11849,49.7167,10.2167,SBee,99,16,270,16,88,113,254,295
11857,50.3,10.4667,SBee,109,15,279,15,95,132,258,304
11858,50.2667,10.5333,SBee,113,11,267,11,99,136,246,286
11872,49.9,9.6667,SBee,107,9,301,3,98,118,284,323
11875,50.4,10.35,SBee,108,6,278,5,101,118,267,293
11882,50.4167,10.3833,SBee,106,16,277,16,86,131,263,295
11883,50.45,10.2667,SBee,116,14,284,11,100,128,274,299
11890,49.8333,9.1333,SBee,104,5,286,5,95,115,273,302
11891,49.7,10.0833,SBee,106,15,282,15,86,119,253,303
11897,49.7,10.0167,SBee,108,16,273,16,94,132,257,297
11907,49.9,10.05,SBee,110,9,269,8,95,124,262,279
11908,49.8833,10.0333,SBee,106,16,281,16,96,125,264,301
11910,49.6833,9.9,SBee,105,16,270,16,88,131,257,293
11911,49.8667,9.9,SBee,106,6,273,6,86,122,256,283
11915,49.7833,9.7667,SBee,104,8,269,8,89,114,258,301
11916,49.8333,9.8667,SBee,108,7,279,7,98,128,263,292
11932,48.55,10.3,SBee,106,11,288,11,95,124,275,298
11938,48.6167,10.4167,SBee,103,16,284,16,86,124,262,299
11940,48.7167,10.7833,SBee,99,15,263,14,84,112,246,278
11950,48.35,10.9833,SBee,106,8,273,8,87,126,267,287
11957,48.4333,10.4167,SBee,119,11,288,11,109,126,263,309
11960,48.3667,10.3,SBee,106,16,279,16,93,119,264,297
11971,48.15,10.1667,SBee,114,6,282,6,101,131,261,303
12017,48.75,11.0167,SBee,110,16,280,16,86,130,264,301
12022,48.3667,10.15,SBee,117,8,283,7,103,132,271,291
12026,48.3167,10.1,SBee,104,15,284,15,89,125,262,306
12035,48.2667,10.8333,SBee,113,8,291,8,102,125,252,317
12038,48.1833,10.6833,SBee,104,11,291,11,87,128,259,312
12053,48.4833,10.6667,SBee,123,11,292,11,110,134,272,322
12054,48.5667,10.7333,SBee,102,7,276,7,85,112,263,319
12056,48.5833,10.75,SBee,109,12,285,12,99,123,265,297
12085,49.4333,6.9667,SBee,99,7,281,7,93,103,268,295
12132,52.4477,13.2975,SBee,116,7,295,7,114,121,292,299
12156,53.2167,14.3833,SBee,113,8,303,6,108,119,273,318
12157,52.9667,14.0833,SBee,116,14,278,14,106,132,257,310
12162,53.15,14.1167,SBee,114,15,283,15,109,119,263,296
12164,53.1,13.8833,SBee,125,8,289,8,119,137,283,296
12168,52.7333,14.2167,SBee,106,10,286,10,101,112,272,301
12173,52.8,14.1667,SBee,108,16,289,15,89,132,259,300
12258,51.5667,13.55,SBee,117,11,279,10,109,129,258,293
