Stations_id,lat,long,crop,avg.sowing.doy,values_sowing,avg. harvest.doy,values_harvest,earliest.sowing.doy,latest.sowing.doy,earliest.harvest.doy,latest.harvest.doy
7878,52.9,9.0333,PO,105,26,186,32,90,116,166,198
7879,52.9,8.8,PO,105,32,185,24,88,120,170,194
7881,52.85,9.1833,PO,120,21,181,3,107,128,179,182
7883,52.1667,9.25,PO,122,17,195,30,111,128,180,210
7892,52.1,9.4167,PO,120,0,205,0,120,120,205,205
7893,52.1167,9.55,PO,122,9,187,11,118,127,182,193
7894,52.1333,9.5833,PO,125,11,197,17,120,131,188,205
7897,52.0667,9.2667,PO,115,20,181,29,102,122,164,193
7902,52.0667,9.3667,PO,116,8,181,20,111,119,171,191
7912,52.3,9.8,PO,118,16,188,16,113,129,178,194
7918,52.4,9.6,PO,115,18,187,11,107,125,183,194
7919,52.55,9.4167,PO,109,15,177,5,100,115,175,180
7922,52.3833,9.35,PO,110,0,184,56,110,110,164,220
7923,52.4,9.45,PO,114,20,188,8,104,124,184,192
7925,52.5,9.45,PO,98,32,186,0,82,114,186,186
7927,52.5167,9.5167,PO,103,29,175,38,84,113,155,193
7930,52.7167,9.1333,PO,104,0,189,0,104,104,189,189
7931,52.5667,9.3,PO,111,11,181,10,105,116,178,188
7933,52.6667,9.25,PO,116,0,172,10,116,116,166,176
7937,52.6167,9.25,PO,112,21,175,17,104,125,167,184
7938,52.4167,8.75,PO,113,5,204,37,109,114,183,220
7943,52.5,8.9833,PO,113,20,218,0,101,121,218,218
7944,52.65,9.2167,PO,115,0,178,0,115,115,178,178
7946,52.7167,9.25,PO,108,18,178,14,100,118,171,185
7948,52.6667,9.3833,PO,105,31,184,12,87,118,176,188
7950,52.45,8.85,PO,112,16,180,13,104,120,173,186
7951,52.4,9.1167,PO,110,37,177,20,92,129,167,187
7952,52.2667,9.1,PO,115,40,181,37,101,141,164,201
7957,52.2333,9.1167,PO,124,16,197,35,116,132,180,215
7961,52.2167,9.15,PO,128,0,198,2,128,128,197,199
7962,52.4333,9.2667,PO,115,25,194,29,101,126,175,204
7963,52.2167,9.4,PO,121,10,187,16,115,125,179,195
7971,52.2667,9.7667,PO,123,8,196,27,119,127,184,211
7972,52.2667,9.35,PO,118,22,188,26,103,125,175,201
7973,52.2167,9.55,PO,122,7,196,16,120,127,192,208
7974,52.2167,9.6333,PO,115,20,181,15,102,122,171,186
7982,52.0667,9.7167,PO,119,9,204,13,115,124,196,209
7983,51.95,9.9167,PO,135,4,197,30,133,137,182,212
7984,52.0833,9.7833,PO,119,11,196,19,114,125,188,207
7986,52.1167,9.7,PO,123,0,195,8,123,123,190,198
7992,51.5667,10.3167,PO,116,17,196,28,106,123,183,211
7994,51.5,10.1833,PO,115,18,186,28,104,122,169,197
7995,51.5667,10.2333,PO,125,7,195,5,121,128,194,199
8004,51.4333,9.9333,PO,122,15,191,35,114,129,180,215
8007,51.55,10.0667,PO,131,9,208,8,125,134,204,212
8008,52.0167,10.1333,PO,126,7,190,15,123,130,183,198
8009,52.0333,10,PO,113,27,184,20,96,123,174,194
8010,52.0667,10.0167,PO,106,19,168,16,97,116,160,176
8015,51.95,10.1167,PO,124,19,195,39,113,132,173,212
8020,52.2333,9.85,PO,117,24,165,10,102,126,160,170
8025,51.9333,9.65,PO,109,48,194,10,83,131,190,200
8028,51.85,9.6333,PO,126,13,188,8,121,134,185,193
8032,51.9167,9.5167,PO,114,27,187,12,95,122,181,193
8034,51.35,9.6167,PO,127,0,204,3,127,127,202,205
8036,51.3833,9.7667,PO,116,13,176,8,108,121,172,180
8037,51.4667,9.8,PO,117,25,204,31,104,129,188,219
8046,51.7167,9.8333,PO,136,0,194,16,136,136,186,202
8048,51.7167,10,PO,113,14,202,0,106,120,202,202
8049,51.6833,9.55,PO,127,11,201,16,121,132,195,211
8052,51.6,10.45,PO,126,9,195,23,123,132,186,209
8053,51.7,10.1667,PO,114,26,188,28,102,128,178,206
8054,51.7667,10.1833,PO,112,9,185,0,108,117,185,185
8058,51.8,10.0333,PO,113,25,187,23,104,129,172,195
8060,51.7333,10.25,PO,118,23,182,0,104,127,182,182
8069,52.2333,10.2333,PO,118,5,181,22,115,120,167,189
8071,52.3167,10.2333,PO,98,36,185,48,82,118,152,200
8075,51.8167,10.35,PO,133,16,224,19,125,141,213,232
8087,52.5333,9.7667,PO,119,10,184,17,113,123,176,193
8091,52.55,9.7667,PO,87,0,181,0,87,87,181,181
8093,52.4,10.0667,PO,100,34,175,11,88,122,171,182
8100,52.6833,9.8167,PO,126,6,202,15,123,129,194,209
8101,52.8167,9.9667,PO,110,33,176,31,90,123,161,192
8104,52.7344,10.2244,PO,133,0,188,1,133,133,187,188
8105,52.7,10.2333,PO,114,20,189,24,102,122,178,202
8117,52.7333,10.1667,PO,117,40,203,31,90,130,185,216
8123,52.65,10.3833,PO,119,15,182,11,114,129,178,189
8125,52.7667,9.55,PO,108,43,182,44,79,122,156,200
8127,52.9,9.6667,PO,108,15,179,7,103,118,177,184
8128,52.7667,9.4667,PO,119,22,188,31,104,126,174,205
8132,52.9,9.5833,PO,128,13,191,31,122,135,182,213
8133,52.9333,9.7333,PO,128,17,201,15,121,138,194,209
8137,52.8667,9.6,PO,111,45,181,44,89,134,162,206
8144,52.4833,10.55,PO,107,22,181,16,97,119,171,187
8147,52.3667,10.75,PO,120,0,190,0,120,120,190,190
8149,52.3833,10.55,PO,124,18,204,34,118,136,186,220
8151,52.5333,10.35,PO,103,12,174,11,98,110,169,180
8153,52.3833,10.4833,PO,112,43,181,29,82,125,169,198
8157,52.6833,10.4,PO,116,31,204,35,98,129,183,218
8165,52.6667,10.85,PO,109,29,178,34,87,116,152,186
8166,53.3333,9.8833,PO,108,15,190,19,103,118,179,198
8169,53.2333,10.1,PO,110,0,165,0,110,110,165,165
8171,53.25,10,PO,119,19,191,10,107,126,186,196
8172,53.3667,9.9833,PO,118,11,189,0,113,124,189,189
8174,53.3667,10.3,PO,100,19,164,14,90,109,158,172
8175,53.45,9.7333,PO,110,16,207,0,104,120,207,207
8183,53.4167,10.3667,PO,111,28,163,19,94,122,153,172
8188,53.3333,10.1833,PO,120,10,180,17,114,124,172,189
8190,53.3,9.8,PO,121,15,192,6,114,129,189,195
8191,53.2667,10.1167,PO,107,25,172,22,93,118,164,186
8203,53.0333,11.2667,PO,110,32,178,19,94,126,168,187
8228,53,11.1513,PO,112,31,188,0,94,125,188,188
8233,53.1,11.05,PO,118,6,200,27,115,121,186,213
8235,53.3667,10.4833,PO,113,24,163,18,99,123,154,172
8238,53.2,10.55,PO,120,18,207,33,110,128,188,221
8241,53.2833,10.3167,PO,130,24,207,26,123,147,193,219
8248,53.0833,10,PO,120,0,178,0,120,120,178,178
8251,53.0833,9.85,PO,112,29,181,22,96,125,169,191
8253,53.1167,9.8,PO,119,15,215,27,109,124,198,225
8255,53.1,10.0667,PO,115,19,183,20,106,125,170,190
8256,52.9333,10.15,PO,115,17,195,33,105,122,179,212
8259,53.1667,9.9667,PO,118,9,211,10,114,123,206,216
8260,53.0333,9.8333,PO,111,15,190,28,104,119,178,206
8261,53.1333,10.6,PO,119,7,188,26,114,121,175,201
8263,52.95,10.7667,PO,108,0,204,2,108,108,203,205
8272,52.9167,10.4667,PO,110,26,182,28,94,120,171,199
8279,52.8,10.6333,PO,98,17,181,20,88,105,171,191
8283,52.9167,10.7667,PO,111,23,186,29,99,122,170,199
8284,52.9833,10.7833,PO,111,20,192,47,102,122,173,220
8285,52.9667,10.5667,PO,102,34,153,0,83,117,153,153
8288,53.0833,10.2833,PO,106,12,198,43,101,113,182,225
8292,53.2667,9.2,PO,118,27,183,45,102,129,156,201
8296,53.35,9.1833,PO,123,0,193,0,123,123,193,193
8300,53.3833,9.2167,PO,123,0,194,4,123,123,193,197
8301,53.45,9.1167,PO,117,21,196,30,107,128,182,212
8304,53.8167,8.7667,PO,118,39,192,34,90,129,180,214
8309,53.6333,9.1,PO,107,0,182,0,107,107,182,182
8317,53.75,8.8167,PO,124,7,185,19,120,127,176,195
8318,53.75,8.7833,PO,110,0,201,0,110,110,201,201
8320,53.2,8.6167,PO,125,21,206,0,114,135,206,206
8324,53.15,8.9333,PO,129,0,187,0,129,129,187,187
8326,53.2167,8.8,PO,123,19,201,27,112,131,192,219
8329,53.1833,8.8167,PO,118,23,182,24,103,126,174,198
8334,53.1333,9.5,PO,104,19,177,12,92,111,170,182
8336,53.1667,9.6667,PO,118,10,178,25,114,124,170,195
8342,53.1167,9.4167,PO,129,10,197,24,123,133,182,206
8348,53.5667,9.5167,PO,106,26,175,21,92,118,162,183
8350,53.4,9.5,PO,111,26,180,10,97,123,175,185
8352,53.6833,9.4333,PO,122,0,196,0,122,122,196,196
8353,53.6667,9.3833,PO,132,21,188,39,123,144,171,210
8354,53.45,9.3833,PO,105,19,196,37,93,112,176,213
8355,53.4667,9.7,PO,119,23,193,24,108,131,179,203
8361,53.6167,9.3167,PO,120,11,198,35,114,125,183,218
8362,53.4167,9.4667,PO,115,0,199,0,115,115,199,199
8363,53.7167,9.2833,PO,118,24,182,36,105,129,170,206
8365,53.4833,9.3333,PO,104,18,199,35,96,114,180,215
8368,53.8,9.25,PO,123,10,198,25,119,129,187,212
8370,53.3667,9.6,PO,118,43,207,18,94,137,198,216
8371,53.6,9.4833,PO,114,19,180,12,101,120,174,186
8373,53.0167,9.05,PO,103,16,178,16,94,110,171,187
8376,52.8833,9.3167,PO,114,20,175,14,103,123,167,181
8380,52.9333,9.1833,PO,109,31,187,22,89,120,178,200
8381,52.9,9.2333,PO,102,0,183,15,102,102,177,192
8382,53.6283,8.8324,PO,109,26,182,20,92,118,170,190
8383,53.4333,8.8167,PO,120,9,178,22,116,125,171,193
8388,53.4333,8.6167,PO,110,24,178,30,96,120,160,190
8389,53.5333,8.8833,PO,105,0,170,3,105,105,168,171
8390,53.7167,8.7167,PO,117,38,193,28,95,133,179,207
8392,53.4167,8.5833,PO,123,23,199,28,111,134,186,214
8393,53.45,8.6167,PO,111,0,167,11,111,111,161,172
8397,53.65,8.5167,PO,128,1,193,0,127,128,193,193
8399,52.3167,8.05,PO,118,15,186,25,110,125,174,199
8407,52.85,7.6667,PO,110,25,189,5,93,118,186,191
8409,52.5333,7.8667,PO,113,12,184,11,104,116,180,191
8411,52.55,7.95,PO,106,20,185,28,95,115,170,198
8412,52.5833,7.7333,PO,106,9,190,10,101,110,185,195
8414,52.5167,7.6833,PO,122,1,173,8,121,122,169,177
8416,52.6667,7.95,PO,114,28,185,10,99,127,181,191
8418,52.4,7.85,PO,119,0,189,2,119,119,188,190
8424,52.6,6.85,PO,119,18,178,4,111,129,176,180
8425,52.6333,6.7667,PO,114,17,180,54,103,120,163,217
8438,52.6,7.4333,PO,112,3,185,39,111,114,163,202
8439,52.4833,7.55,PO,102,0,178,0,102,102,178,178
8447,52.2,8.35,PO,118,0,199,0,118,118,199,199
8452,52.7667,7.5,PO,112,21,188,10,101,122,183,193
8455,52.6667,7.4833,PO,112,1,186,14,112,113,182,196
8456,52.7,7.3,PO,113,10,191,23,108,118,177,200
8459,52.25,7.95,PO,116,22,198,33,105,127,180,213
8460,52.2,8.05,PO,116,20,197,39,105,125,180,219
8463,52.2333,7.9667,PO,132,13,194,26,127,140,176,202
8466,52.1,8.0833,PO,126,12,190,30,122,134,175,205
8467,52.3167,8.0333,PO,113,14,216,20,104,118,205,225
8468,52.2,8.0667,PO,129,22,187,17,114,136,179,196
8469,52.2333,8,PO,124,3,213,0,122,125,213,213
8471,52.0833,7.9333,PO,121,17,176,39,113,130,151,190
8473,52.25,8.1167,PO,113,44,177,19,94,138,170,189
8474,52.1167,8.05,PO,126,6,206,0,123,129,206,206
8475,52.2833,8.4167,PO,126,13,197,17,119,132,189,206
8477,52.3167,8.3667,PO,117,19,188,26,108,127,180,206
8482,53.35,7.1833,PO,117,35,188,47,93,128,162,209
8483,53.4667,7.4833,PO,123,4,200,26,121,125,187,213
8487,53.4667,7.4333,PO,112,17,188,33,101,118,175,208
8492,53.4,7.3333,PO,117,13,198,19,109,122,187,206
8495,53.4667,7.35,PO,119,14,208,33,111,125,184,217
8496,53.3833,7.5333,PO,126,6,191,35,123,129,170,205
8497,53.4667,7.5167,PO,112,3,184,21,111,114,175,196
8498,53.4167,7.7333,PO,124,12,175,7,116,128,172,179
8499,53.5796,6.6664,PO,114,17,198,1,108,125,197,198
8505,53.1667,7.45,PO,109,12,186,14,101,113,179,193
8506,53.2167,7.45,PO,125,26,188,32,114,140,171,203
8511,53.2833,7.4333,PO,125,17,194,21,116,133,187,208
8518,53.45,7.0667,PO,116,16,180,31,106,122,167,198
8520,53.6167,7.3,PO,128,11,210,17,123,134,199,216
8522,53.55,7.3,PO,115,18,186,35,106,124,164,199
8527,53.5333,7.2833,PO,119,2,178,13,118,120,172,185
8529,53.6,7.15,PO,128,19,190,14,117,136,184,198
8530,53.35,7.1167,PO,114,20,193,49,99,119,176,225
8531,53.5333,7.7,PO,107,8,185,10,104,112,180,190
8532,53.6333,7.8167,PO,119,10,197,30,114,124,182,212
8534,53.6,7.6333,PO,119,10,179,36,114,124,161,197
8535,53.65,7.6167,PO,119,19,191,36,109,128,183,219
8539,53.7,7.7,PO,115,19,186,16,106,125,176,192
8542,53.6167,7.4667,PO,122,9,181,10,117,126,175,185
8545,53.5833,7.7667,PO,128,20,178,3,114,134,177,180
8557,52.2833,10.6167,PO,117,23,194,20,103,126,185,205
8558,52.9667,9.0167,PO,123,16,185,45,116,132,162,207
8559,52.2167,10.3667,PO,120,32,186,10,106,138,180,190
8565,51.95,10.2167,PO,125,17,190,27,117,134,177,204
8566,51.9833,10.2667,PO,117,0,190,0,117,117,190,190
8569,51.8833,10.1667,PO,118,10,169,6,114,124,166,172
8570,51.7833,10.2167,PO,124,13,193,23,117,130,179,202
8573,51.9667,10.35,PO,123,9,192,12,117,126,188,200
8576,52.0167,10.4333,PO,120,21,184,22,109,130,173,195
8577,52.0167,10.4,PO,123,36,198,21,101,137,184,205
8584,52.3667,10.9333,PO,122,20,201,29,112,132,188,217
8585,52.2333,11.0167,PO,110,23,191,0,99,122,191,191
8594,52.2833,10.75,PO,122,15,188,17,113,128,179,196
8595,52.15,10.95,PO,113,21,183,31,103,124,173,204
8598,52.4333,10.85,PO,102,18,176,15,92,110,170,185
8599,52.1833,10.9333,PO,130,20,183,15,120,140,174,189
8602,52.15,10.4667,PO,121,21,204,7,106,127,201,208
8605,51.8833,10.55,PO,125,7,194,3,122,129,193,196
8606,52.1833,10.7167,PO,116,40,188,25,92,132,175,200
8607,52.1,10.6333,PO,124,15,189,13,117,132,183,196
8608,52.1667,10.5167,PO,112,35,183,10,94,129,176,186
8609,52.1333,10.7,PO,106,44,178,18,79,123,170,188
8611,52.1167,10.7167,PO,121,30,197,41,102,132,172,213
8614,52.1667,10.55,PO,124,13,182,9,116,129,176,185
8616,53.15,8.2,PO,119,9,202,23,114,123,190,213
8621,53.25,8.2,PO,138,2,218,0,137,139,218,218
8631,53.2,7.9833,PO,127,9,184,30,122,131,172,202
8635,53,7.95,PO,88,5,178,1,86,91,178,179
8636,52.8167,8.1167,PO,120,34,194,34,102,136,178,212
8639,52.7167,7.9333,PO,116,14,208,18,108,122,199,217
8640,53.0333,7.8667,PO,118,6,184,12,115,121,178,190
8647,53.0167,7.7667,PO,116,38,200,26,95,133,183,209
8648,53.0833,7.6833,PO,115,0,178,0,115,115,178,178
8652,53.6833,7.9333,PO,120,30,194,10,104,134,190,200
8653,53.5833,7.9,PO,131,8,203,14,126,134,197,211
8660,53.5333,7.9333,PO,127,13,201,34,122,135,181,215
8664,53.3833,8.05,PO,116,21,175,35,102,123,156,191
8665,53.3833,8.1,PO,121,13,187,29,114,127,171,200
8668,53.05,8.5333,PO,119,19,173,22,108,127,166,188
8671,52.9833,8.2833,PO,111,0,178,0,111,111,178,178
8672,52.95,8.2167,PO,117,33,186,9,103,136,182,191
8673,53.05,8.2667,PO,116,29,190,43,101,130,166,209
8674,53.1167,8.45,PO,125,0,182,0,125,125,182,182
8675,53.0667,8.1667,PO,125,60,200,38,79,139,184,222
8676,52.9,8.4333,PO,118,8,174,2,113,121,173,175
8680,52.65,8.1167,PO,114,34,175,30,100,134,153,183
8683,52.6667,8.2333,PO,121,31,182,9,109,140,177,186
8685,52.7333,8.2833,PO,108,30,172,21,93,123,160,181
8689,53.1833,8.4833,PO,121,15,189,14,114,129,182,196
8701,53.35,8.4167,PO,124,15,183,27,114,129,173,200
8705,53.1,8.8667,PO,124,31,185,37,105,136,163,200
8710,53.1333,8.9167,PO,124,18,204,33,113,131,186,219
8724,51.2,6.45,PO,99,31,161,21,85,116,151,172
8728,51.15,6.45,PO,104,41,190,16,88,129,184,200
8729,51.2,7.0667,PO,128,12,193,2,122,134,192,194
8733,51.25,6.4,PO,86,4,172,30,84,88,161,191
8736,51.25,7.1167,PO,120,13,186,24,114,127,172,196
8739,51.35,7.1167,PO,122,24,180,0,114,138,180,180
8752,51.15,6.6667,PO,105,39,177,18,89,128,167,185
8754,51.1,6.5,PO,113,26,186,21,103,129,172,193
8756,51.3667,6.4167,PO,105,19,199,6,93,112,196,202
8761,51.3333,6.35,PO,98,25,169,5,85,110,166,171
8764,51.25,6.4833,PO,93,26,182,42,81,107,163,205
8765,51.3833,6.45,PO,99,30,165,12,85,115,160,172
8767,51.2333,6.55,PO,96,24,170,12,82,106,163,175
8770,51.3167,6.7167,PO,97,18,180,5,88,106,178,183
8771,51.8,6.15,PO,108,5,196,3,106,111,195,198
8772,51.7,6.1667,PO,68,0,176,14,68,68,169,183
8775,51.75,6.3833,PO,106,18,180,17,94,112,172,189
8779,51.6667,6.2667,PO,94,22,162,25,86,108,149,174
8780,51.7833,6.45,PO,88,0,171,0,88,88,171,171
8782,51.6833,6.55,PO,112,8,185,15,106,114,180,195
8784,51.7333,6.5,PO,106,3,173,9,104,107,169,178
8796,51.3667,6.7833,PO,110,7,181,4,107,114,179,183
8800,51.4167,6.9667,PO,106,4,192,21,104,108,182,203
8804,51.5333,6.7,PO,104,18,165,8,96,114,160,168
8806,51.35,6.95,PO,114,42,187,29,92,134,175,204
8807,51.5167,6.3167,PO,101,20,182,20,92,112,174,194
8809,51.4833,6.4167,PO,97,32,175,18,80,112,163,181
8810,51.5167,6.4,PO,102,47,170,16,81,128,163,179
8811,51.4,6.3333,PO,92,13,175,6,86,99,172,178
8812,51.4,6.3,PO,100,18,179,11,92,110,172,183
8813,51.6333,6.1833,PO,111,0,177,16,111,111,169,185
8815,51.5833,6.25,PO,109,38,183,21,96,134,178,199
8817,51.45,6.6333,PO,106,25,178,12,92,117,171,183
8818,51.55,6.6,PO,115,20,185,18,107,127,175,193
8819,51.6667,6.45,PO,112,22,192,28,101,123,176,204
8822,51.5833,6.5333,PO,96,37,173,29,78,115,158,187
8823,51.6167,6.5333,PO,97,37,174,37,78,115,158,195
8824,51.65,6.6167,PO,102,28,176,33,86,114,157,190
8831,50.9833,6.9333,PO,115,10,192,20,110,120,184,204
8833,50.85,6.7667,PO,100,23,179,7,89,112,176,183
8836,50.9667,6.75,PO,120,31,171,24,106,137,159,183
8842,50.6667,7.15,PO,112,33,201,24,96,129,189,213
8849,50.6667,6.8,PO,120,16,201,18,113,129,192,210
8851,50.6833,6.6667,PO,111,15,185,0,102,117,185,185
8856,50.7833,6.8167,PO,87,9,168,13,83,92,163,176
8863,50.9167,6.8167,PO,108,20,184,16,101,121,177,193
8869,50.8167,6.95,PO,96,20,170,9,86,106,166,175
8893,50.8833,7.0667,PO,112,22,195,19,103,125,183,202
8896,51.0167,7.3833,PO,136,0,188,23,136,136,177,200
8901,50.9333,7.3167,PO,113,15,180,0,103,118,180,180
8906,51.0667,7.3167,PO,119,17,212,11,112,129,205,216
8912,50.7667,7.45,PO,117,40,180,9,92,132,175,184
8915,50.7333,7.3,PO,110,17,185,22,102,119,171,193
8922,50.6667,7.3,PO,135,0,196,0,135,135,196,196
8928,50.7,7.2,PO,116,26,191,17,100,126,183,200
8932,50.8167,6.2667,PO,122,16,190,0,114,130,190,190
8933,50.8833,6.1,PO,116,0,204,0,116,116,204,204
8936,50.85,6.1667,PO,104,0,181,2,104,104,180,182
8940,50.8,6.4167,PO,119,31,189,17,104,135,180,197
8941,50.7333,6.4833,PO,118,21,193,37,106,127,181,218
8946,50.7333,6.3833,PO,125,7,196,7,122,129,193,200
8947,50.7667,6.6333,PO,115,18,180,17,105,123,176,193
