ID,Crop_name_de,Crop,Year,yield_obs,yield_obs_detr
1051,Winterweizen,WW,2014,88.236,88.236
1051,Winterweizen,WW,2015,85.054,85.054
1051,Winterweizen,WW,2016,72.756,72.756
1051,Winterweizen,WW,2017,77.31400000000001,77.31400000000001
1051,Winterweizen,WW,2018,65.79,65.79
1051,Winterweizen,WW,2019,76.45400000000001,76.45400000000001
1051,Winterweizen,WW,2020,80.83999999999999,80.83999999999999
1053,Winterweizen,WW,1999,79.034,79.034
1053,Winterweizen,WW,2000,78.34599999999999,78.34599999999999
1053,Winterweizen,WW,2001,83.334,83.334
1053,Winterweizen,WW,2002,67.338,67.338
1053,Winterweizen,WW,2003,72.412,72.412
1053,Winterweizen,WW,2004,76.712,76.712
1053,Winterweizen,WW,2005,78.86200000000001,78.86200000000001
1053,Winterweizen,WW,2006,72.15400000000001,72.15400000000001
1053,Winterweizen,WW,2007,62.866,62.866
1053,Winterweizen,WW,2008,79.12,79.12
1053,Winterweizen,WW,2009,78.34599999999999,78.34599999999999
1053,Winterweizen,WW,2010,74.906,74.906
1053,Winterweizen,WW,2011,66.908,66.908
1053,Winterweizen,WW,2012,75.33599999999998,75.33599999999998
1053,Winterweizen,WW,2013,78.776,78.776
1053,Winterweizen,WW,2014,89.698,89.698
1053,Winterweizen,WW,2015,82.56,82.56
1053,Winterweizen,WW,2016,78.26,78.26
1053,Winterweizen,WW,2017,72.15400000000001,72.15400000000001
1053,Winterweizen,WW,2018,57.190000000000005,57.190000000000005
1053,Winterweizen,WW,2019,73.01400000000001,73.01400000000001
1053,Winterweizen,WW,2020,74.218,74.218
1054,Winterweizen,WW,1999,75.16400000000002,75.16400000000002
1054,Winterweizen,WW,2000,81.356,81.35381479390175
1054,Winterweizen,WW,2001,80.238,80.2336295878035
1054,Winterweizen,WW,2002,68.714,68.70744438170526
1054,Winterweizen,WW,2003,69.488,69.479259175607
1054,Winterweizen,WW,2004,76.97,76.95907396950875
1054,Winterweizen,WW,2005,75.68,75.66688876341051
1054,Winterweizen,WW,2006,75.25,75.23470355731226
1054,Winterweizen,WW,2007,68.8,68.78251835121402
1054,Winterweizen,WW,2008,76.54,76.52033314511576
1054,Winterweizen,WW,2009,81.44200000000001,81.42014793901751
1054,Winterweizen,WW,2010,79.894,79.86996273291925
1054,Winterweizen,WW,2011,72.842,72.81577752682101
1054,Winterweizen,WW,2012,76.282,76.25359232072276
1054,Winterweizen,WW,2013,71.122,71.09140711462452
1054,Winterweizen,WW,2014,85.828,85.79522190852626
1054,Winterweizen,WW,2015,84.968,84.93303670242801
1054,Winterweizen,WW,2016,72.67,72.63285149632976
1054,Winterweizen,WW,2017,74.476,74.43666629023151
1054,Winterweizen,WW,2018,62.092,62.050481084133274
1054,Winterweizen,WW,2019,77.572,77.52829587803502
1054,Winterweizen,WW,2020,79.034,78.98811067193677
1055,Winterweizen,WW,1999,85.91400000000002,85.91400000000002
1055,Winterweizen,WW,2000,90.3,90.3
1055,Winterweizen,WW,2001,93.654,93.654
1055,Winterweizen,WW,2002,77.744,77.744
1055,Winterweizen,WW,2003,78.776,78.776
1055,Winterweizen,WW,2004,83.334,83.334
1055,Winterweizen,WW,2005,85.054,85.054
1055,Winterweizen,WW,2006,79.12,79.12
1055,Winterweizen,WW,2007,71.208,71.208
1055,Winterweizen,WW,2008,90.04199999999999,90.04199999999999
1055,Winterweizen,WW,2009,89.44,89.44
1055,Winterweizen,WW,2010,78.34599999999999,78.34599999999999
1055,Winterweizen,WW,2011,66.65,66.65
1055,Winterweizen,WW,2012,86.0,86.0
1055,Winterweizen,WW,2013,84.366,84.366
1055,Winterweizen,WW,2014,94.944,94.944
1055,Winterweizen,WW,2015,92.966,92.966
1055,Winterweizen,WW,2016,84.194,84.194
1055,Winterweizen,WW,2017,78.26,78.26
1055,Winterweizen,WW,2018,71.466,71.466
1055,Winterweizen,WW,2019,82.474,82.474
1055,Winterweizen,WW,2020,90.04199999999999,90.04199999999999
1056,Winterweizen,WW,1999,80.06599999999999,80.06599999999999
1056,Winterweizen,WW,2000,81.18400000000001,81.18400000000001
1056,Winterweizen,WW,2001,77.48599999999999,77.48599999999999
1056,Winterweizen,WW,2002,59.339999999999996,59.339999999999996
1056,Winterweizen,WW,2003,68.8,68.8
1056,Winterweizen,WW,2004,64.328,64.328
1056,Winterweizen,WW,2005,76.45400000000001,76.45400000000001
1056,Winterweizen,WW,2006,75.68,75.68
1056,Winterweizen,WW,2007,60.285999999999994,60.285999999999994
1056,Winterweizen,WW,2008,79.636,79.636
1056,Winterweizen,WW,2009,79.98,79.98
1056,Winterweizen,WW,2010,73.01400000000001,73.01400000000001
1056,Winterweizen,WW,2011,72.49799999999999,72.49799999999999
1056,Winterweizen,WW,2012,75.68,75.68
1056,Winterweizen,WW,2013,71.466,71.466
1056,Winterweizen,WW,2014,86.344,86.344
1056,Winterweizen,WW,2015,83.076,83.076
1056,Winterweizen,WW,2016,73.27199999999999,73.27199999999999
1056,Winterweizen,WW,2017,73.1,73.1
1056,Winterweizen,WW,2018,61.576,61.576
1056,Winterweizen,WW,2019,68.542,68.542
1056,Winterweizen,WW,2020,71.98200000000001,71.98200000000001
1057,Winterweizen,WW,1999,80.66799999999999,80.66799999999999
1057,Winterweizen,WW,2000,83.678,83.678
1057,Winterweizen,WW,2001,85.226,85.226
1057,Winterweizen,WW,2002,71.466,71.466
1057,Winterweizen,WW,2003,76.282,76.282
1057,Winterweizen,WW,2004,78.948,78.948
1057,Winterweizen,WW,2005,79.20599999999999,79.20599999999999
1057,Winterweizen,WW,2006,75.852,75.852
1057,Winterweizen,WW,2007,64.758,64.758
1057,Winterweizen,WW,2008,83.85,83.85
1057,Winterweizen,WW,2009,80.754,80.754
1057,Winterweizen,WW,2010,76.97,76.97
1057,Winterweizen,WW,2011,65.618,65.618
1057,Winterweizen,WW,2012,79.80799999999999,79.80799999999999
1057,Winterweizen,WW,2013,76.45400000000001,76.45400000000001
1057,Winterweizen,WW,2014,90.386,90.386
1057,Winterweizen,WW,2015,86.172,86.172
1057,Winterweizen,WW,2016,80.238,80.238
1057,Winterweizen,WW,2017,78.948,78.948
1057,Winterweizen,WW,2018,62.26400000000001,62.26400000000001
1057,Winterweizen,WW,2019,77.31400000000001,77.31400000000001
1057,Winterweizen,WW,2020,80.06599999999999,80.06599999999999
1058,Winterweizen,WW,1999,77.744,77.744
1058,Winterweizen,WW,2000,83.93599999999999,83.93599999999999
1058,Winterweizen,WW,2001,84.538,84.538
1058,Winterweizen,WW,2002,70.176,70.176
1058,Winterweizen,WW,2003,76.368,76.368
1058,Winterweizen,WW,2004,75.852,75.852
1058,Winterweizen,WW,2005,76.798,76.798
1058,Winterweizen,WW,2006,73.616,73.616
1058,Winterweizen,WW,2007,65.618,65.618
1058,Winterweizen,WW,2008,84.02199999999999,84.02199999999999
1058,Winterweizen,WW,2009,82.646,82.646
1058,Winterweizen,WW,2010,76.97,76.97
1058,Winterweizen,WW,2011,67.76799999999999,67.76799999999999
1058,Winterweizen,WW,2012,76.712,76.712
1058,Winterweizen,WW,2013,73.96,73.96
1058,Winterweizen,WW,2014,89.784,89.784
1058,Winterweizen,WW,2015,85.48400000000001,85.48400000000001
1058,Winterweizen,WW,2016,75.508,75.508
1058,Winterweizen,WW,2017,78.948,78.948
1058,Winterweizen,WW,2018,69.488,69.488
1058,Winterweizen,WW,2019,78.088,78.088
1058,Winterweizen,WW,2020,77.572,77.572
1059,Winterweizen,WW,1999,78.088,78.088
1059,Winterweizen,WW,2000,83.42,83.42
1059,Winterweizen,WW,2001,83.076,83.076
1059,Winterweizen,WW,2002,71.208,71.208
1059,Winterweizen,WW,2003,76.54,76.54
1059,Winterweizen,WW,2004,76.45400000000001,76.45400000000001
1059,Winterweizen,WW,2005,78.174,78.174
1059,Winterweizen,WW,2006,74.476,74.476
1059,Winterweizen,WW,2007,65.102,65.102
1059,Winterweizen,WW,2008,82.302,82.302
1059,Winterweizen,WW,2009,85.57,85.57
1059,Winterweizen,WW,2010,75.25,75.25
1059,Winterweizen,WW,2011,72.326,72.326
1059,Winterweizen,WW,2012,75.078,75.078
1059,Winterweizen,WW,2013,77.48599999999999,77.48599999999999
1059,Winterweizen,WW,2014,91.67599999999999,91.67599999999999
1059,Winterweizen,WW,2015,87.63400000000001,87.63400000000001
1059,Winterweizen,WW,2016,73.616,73.616
1059,Winterweizen,WW,2017,78.51799999999999,78.51799999999999
1059,Winterweizen,WW,2018,69.83200000000001,69.83200000000001
1059,Winterweizen,WW,2019,75.16400000000002,75.16400000000002
1059,Winterweizen,WW,2020,77.572,77.572
1060,Winterweizen,WW,1999,72.15400000000001,72.15400000000001
1060,Winterweizen,WW,2000,75.078,75.078
1060,Winterweizen,WW,2001,80.496,80.496
1060,Winterweizen,WW,2002,63.98400000000001,63.98400000000001
1060,Winterweizen,WW,2003,72.756,72.756
1060,Winterweizen,WW,2004,74.218,74.218
1060,Winterweizen,WW,2005,70.95,70.95
1060,Winterweizen,WW,2006,69.05799999999999,69.05799999999999
1060,Winterweizen,WW,2007,57.964000000000006,57.964000000000006
1060,Winterweizen,WW,2008,70.69200000000001,70.69200000000001
1060,Winterweizen,WW,2009,76.11,76.11
1060,Winterweizen,WW,2010,72.15400000000001,72.15400000000001
1060,Winterweizen,WW,2011,62.35,62.35
1060,Winterweizen,WW,2012,76.712,76.712
1060,Winterweizen,WW,2013,74.906,74.906
1060,Winterweizen,WW,2014,87.20400000000001,87.20400000000001
1060,Winterweizen,WW,2015,81.7,81.7
1060,Winterweizen,WW,2016,74.562,74.562
1060,Winterweizen,WW,2017,73.616,73.616
1060,Winterweizen,WW,2018,47.300000000000004,47.300000000000004
1060,Winterweizen,WW,2019,71.208,71.208
1060,Winterweizen,WW,2020,70.864,70.864
1061,Winterweizen,WW,1999,70.08999999999999,70.08999999999999
1061,Winterweizen,WW,2000,75.852,75.74973235460192
1061,Winterweizen,WW,2001,78.86200000000001,78.65746470920384
1061,Winterweizen,WW,2002,57.705999999999996,57.399197063805744
1061,Winterweizen,WW,2003,65.102,64.69292941840767
1061,Winterweizen,WW,2004,73.788,73.2766617730096
1061,Winterweizen,WW,2005,76.798,76.18439412761153
1061,Winterweizen,WW,2006,71.552,70.83612648221344
1061,Winterweizen,WW,2007,54.61,53.79185883681535
1061,Winterweizen,WW,2008,81.872,80.95159119141728
1061,Winterweizen,WW,2009,80.58200000000001,79.55932354601919
1061,Winterweizen,WW,2010,78.776,77.6510559006211
1061,Winterweizen,WW,2011,73.444,72.21678825522305
1061,Winterweizen,WW,2012,76.712,75.38252060982497
1061,Winterweizen,WW,2013,70.176,68.74425296442686
1061,Winterweizen,WW,2014,87.118,85.5839853190288
1061,Winterweizen,WW,2015,83.678,82.04171767363071
1061,Winterweizen,WW,2016,70.77799999999999,69.03945002823262
1061,Winterweizen,WW,2017,72.49799999999999,70.65718238283455
1061,Winterweizen,WW,2018,58.135999999999996,56.19291473743648
1061,Winterweizen,WW,2019,67.59599999999999,65.5506470920384
1061,Winterweizen,WW,2020,75.76599999999999,73.61837944664032
1062,Winterweizen,WW,1999,73.788,73.788
1062,Winterweizen,WW,2000,76.45400000000001,76.43433314511576
1062,Winterweizen,WW,2001,81.872,81.83266629023151
1062,Winterweizen,WW,2002,63.21,63.15099943534726
1062,Winterweizen,WW,2003,73.1,73.02133258046302
1062,Winterweizen,WW,2004,73.96,73.86166572557877
1062,Winterweizen,WW,2005,73.702,73.58399887069453
1062,Winterweizen,WW,2006,69.746,69.60833201581028
1062,Winterweizen,WW,2007,55.55599999999999,55.39866516092603
1062,Winterweizen,WW,2008,72.928,72.75099830604178
1062,Winterweizen,WW,2009,76.282,76.08533145115754
1062,Winterweizen,WW,2010,70.69200000000001,70.47566459627329
1062,Winterweizen,WW,2011,63.21,62.973997741389056
1062,Winterweizen,WW,2012,74.906,74.6503308865048
1062,Winterweizen,WW,2013,76.11,75.83466403162055
1062,Winterweizen,WW,2014,88.236,87.94099717673632
1062,Winterweizen,WW,2015,80.66799999999999,80.35333032185206
1062,Winterweizen,WW,2016,79.894,79.55966346696782
1062,Winterweizen,WW,2017,73.358,73.00399661208357
1062,Winterweizen,WW,2018,56.587999999999994,56.214329757199316
1062,Winterweizen,WW,2019,74.82,74.42666290231509
1062,Winterweizen,WW,2020,71.122,70.70899604743083
3101,Winterweizen,WW,1999,77.22800000000001,77.22800000000001
3101,Winterweizen,WW,2000,71.29400000000001,71.29400000000001
3101,Winterweizen,WW,2001,76.798,76.798
3101,Winterweizen,WW,2002,61.059999999999995,61.059999999999995
3101,Winterweizen,WW,2003,56.41599999999999,56.41599999999999
3101,Winterweizen,WW,2004,74.476,74.476
3101,Winterweizen,WW,2005,67.682,67.682
3101,Winterweizen,WW,2006,69.31599999999999,69.31599999999999
3101,Winterweizen,WW,2007,60.974000000000004,60.974000000000004
3101,Winterweizen,WW,2008,79.034,79.034
3101,Winterweizen,WW,2009,73.788,73.788
3101,Winterweizen,WW,2010,69.402,69.402
3101,Winterweizen,WW,2011,61.83400000000001,61.83400000000001
3101,Winterweizen,WW,2012,65.274,65.274
3101,Winterweizen,WW,2013,72.584,72.584
3101,Winterweizen,WW,2014,76.884,76.884
3101,Winterweizen,WW,2015,73.788,73.788
3101,Winterweizen,WW,2016,74.562,74.562
3101,Winterweizen,WW,2017,74.218,74.218
3101,Winterweizen,WW,2018,51.686,51.686
3101,Winterweizen,WW,2019,72.068,72.068
3101,Winterweizen,WW,2020,66.306,66.306
3102,Winterweizen,WW,1999,85.57,85.57
3102,Winterweizen,WW,2000,84.108,84.108
3102,Winterweizen,WW,2001,84.882,84.882
3102,Winterweizen,WW,2002,66.65,66.65
3102,Winterweizen,WW,2003,69.91799999999999,69.91799999999999
3102,Winterweizen,WW,2004,81.012,81.012
3102,Winterweizen,WW,2005,76.45400000000001,76.45400000000001
3102,Winterweizen,WW,2006,74.562,74.562
3102,Winterweizen,WW,2007,66.908,66.908
3102,Winterweizen,WW,2008,90.47200000000001,90.47200000000001
3102,Winterweizen,WW,2009,79.20599999999999,79.20599999999999
3102,Winterweizen,WW,2010,79.292,79.292
3102,Winterweizen,WW,2011,72.67,72.67
3102,Winterweizen,WW,2012,68.628,68.628
3102,Winterweizen,WW,2013,78.604,78.604
3102,Winterweizen,WW,2014,80.41000000000001,80.41000000000001
3102,Winterweizen,WW,2015,82.474,82.474
3102,Winterweizen,WW,2016,81.356,81.356
3102,Winterweizen,WW,2017,79.464,79.464
3102,Winterweizen,WW,2018,68.714,68.714
3102,Winterweizen,WW,2019,72.928,72.928
3102,Winterweizen,WW,2020,78.948,78.948
3103,Winterweizen,WW,1999,69.91799999999999,69.91799999999999
3103,Winterweizen,WW,2000,57.44799999999999,57.28712027103327
3103,Winterweizen,WW,2001,68.97200000000001,68.6502405420666
3103,Winterweizen,WW,2002,58.050000000000004,57.56736081309992
3103,Winterweizen,WW,2003,45.494,44.850481084133236
3103,Winterweizen,WW,2004,72.928,72.12360135516656
3103,Winterweizen,WW,2005,60.028,59.06272162619988
3103,Winterweizen,WW,2006,61.059999999999995,59.93384189723316
3103,Winterweizen,WW,2007,59.51200000000001,58.22496216826649
3103,Winterweizen,WW,2008,67.51,66.0620824392998
3103,Winterweizen,WW,2009,70.176,68.56720271033312
3103,Winterweizen,WW,2010,55.298,53.52832298136644
3103,Winterweizen,WW,2011,57.017999999999994,55.087443252399765
3103,Winterweizen,WW,2012,63.897999999999996,61.80656352343309
3103,Winterweizen,WW,2013,64.156,61.90368379446635
3103,Winterweizen,WW,2014,75.422,73.00880406549969
3103,Winterweizen,WW,2015,64.41400000000002,61.83992433653302
3103,Winterweizen,WW,2016,70.08999999999999,67.35504460756633
3103,Winterweizen,WW,2017,68.886,65.99016487859964
3103,Winterweizen,WW,2018,51.169999999999995,48.11328514963297
3103,Winterweizen,WW,2019,65.618,62.40040542066624
3103,Winterweizen,WW,2020,65.532,62.15352569169957
3151,Winterweizen,WW,1999,69.402,69.402
3151,Winterweizen,WW,2000,63.382,63.28774477696219
3151,Winterweizen,WW,2001,71.122,70.93348955392435
3151,Winterweizen,WW,2002,59.425999999999995,59.14323433088651
3151,Winterweizen,WW,2003,55.98599999999999,55.60897910784867
3151,Winterweizen,WW,2004,70.95,70.47872388481085
3151,Winterweizen,WW,2005,65.446,64.88046866177301
3151,Winterweizen,WW,2006,64.41400000000002,63.754213438735185
3151,Winterweizen,WW,2007,60.028,59.27395821569736
3151,Winterweizen,WW,2008,74.992,74.14370299265951
3151,Winterweizen,WW,2009,71.38,70.43744776962168
3151,Winterweizen,WW,2010,61.232000000000006,60.195192546583876
3151,Winterweizen,WW,2011,61.404,60.27293732354604
3151,Winterweizen,WW,2012,65.79,64.56468210050818
3151,Winterweizen,WW,2013,70.77799999999999,69.45842687747034
3151,Winterweizen,WW,2014,77.744,76.33017165443255
3151,Winterweizen,WW,2015,71.63799999999999,70.12991643139469
3151,Winterweizen,WW,2016,72.24,70.63766120835686
3151,Winterweizen,WW,2017,69.746,68.04940598531904
3151,Winterweizen,WW,2018,54.18,52.389150762281204
3151,Winterweizen,WW,2019,64.93,63.04489553924337
3151,Winterweizen,WW,2020,65.532,63.552640316205554
3153,Winterweizen,WW,1999,78.86200000000001,78.86200000000001
3153,Winterweizen,WW,2000,74.992,74.88215697346132
3153,Winterweizen,WW,2001,78.51799999999999,78.29831394692263
3153,Winterweizen,WW,2002,60.888,60.55847092038395
3153,Winterweizen,WW,2003,60.114000000000004,59.674627893845276
3153,Winterweizen,WW,2004,76.712,76.16278486730661
3153,Winterweizen,WW,2005,71.466,70.80694184076792
3153,Winterweizen,WW,2006,69.23,68.46109881422925
3153,Winterweizen,WW,2007,64.758,63.87925578769056
3153,Winterweizen,WW,2008,85.054,84.06541276115188
3153,Winterweizen,WW,2009,74.132,73.0335697346132
3153,Winterweizen,WW,2010,72.928,71.7197267080745
3153,Winterweizen,WW,2011,68.198,66.87988368153583
3153,Winterweizen,WW,2012,63.897999999999996,62.470040654997185
3153,Winterweizen,WW,2013,75.76599999999999,74.2281976284585
3153,Winterweizen,WW,2014,78.26,76.61235460191982
3153,Winterweizen,WW,2015,76.11,74.35251157538114
3153,Winterweizen,WW,2016,76.024,74.15666854884246
3153,Winterweizen,WW,2017,74.39,72.41282552230378
3153,Winterweizen,WW,2018,63.296,61.20898249576509
3153,Winterweizen,WW,2019,77.83,75.6331394692264
3153,Winterweizen,WW,2020,76.282,73.97529644268772
3154,Winterweizen,WW,1999,77.31400000000001,77.31400000000001
3154,Winterweizen,WW,2000,72.15400000000001,72.15400000000001
3154,Winterweizen,WW,2001,76.196,76.196
3154,Winterweizen,WW,2002,58.73799999999999,58.73799999999999
3154,Winterweizen,WW,2003,58.222,58.222
3154,Winterweizen,WW,2004,73.96,73.96
3154,Winterweizen,WW,2005,67.59599999999999,67.59599999999999
3154,Winterweizen,WW,2006,68.198,68.198
3154,Winterweizen,WW,2007,61.404,61.404
3154,Winterweizen,WW,2008,76.62599999999999,76.62599999999999
3154,Winterweizen,WW,2009,74.39,74.39
3154,Winterweizen,WW,2010,66.22,66.22
3154,Winterweizen,WW,2011,63.467999999999996,63.467999999999996
3154,Winterweizen,WW,2012,63.897999999999996,63.897999999999996
3154,Winterweizen,WW,2013,71.896,71.896
3154,Winterweizen,WW,2014,76.884,76.884
3154,Winterweizen,WW,2015,71.208,71.208
3154,Winterweizen,WW,2016,75.938,75.938
3154,Winterweizen,WW,2017,70.606,70.606
3154,Winterweizen,WW,2018,58.73799999999999,58.73799999999999
3154,Winterweizen,WW,2019,70.864,70.864
3154,Winterweizen,WW,2020,64.93,64.93
3155,Winterweizen,WW,1999,77.056,77.056
3155,Winterweizen,WW,2000,73.18599999999999,73.10670129870128
3155,Winterweizen,WW,2001,77.572,77.4134025974026
3155,Winterweizen,WW,2002,63.382,63.1441038961039
3155,Winterweizen,WW,2003,64.93,64.61280519480519
3155,Winterweizen,WW,2004,75.938,75.54150649350647
3155,Winterweizen,WW,2005,72.67,72.19420779220779
3155,Winterweizen,WW,2006,71.896,71.34090909090908
3155,Winterweizen,WW,2007,64.41400000000002,63.77961038961038
3155,Winterweizen,WW,2008,81.7,80.98631168831169
3155,Winterweizen,WW,2009,75.16400000000002,74.37101298701299
3155,Winterweizen,WW,2010,72.584,71.71171428571428
3155,Winterweizen,WW,2011,71.122,70.1704155844156
3155,Winterweizen,WW,2012,61.748,60.71711688311687
3155,Winterweizen,WW,2013,77.142,76.03181818181817
3155,Winterweizen,WW,2014,78.51799999999999,77.32851948051947
3155,Winterweizen,WW,2015,77.572,76.30322077922077
3155,Winterweizen,WW,2016,75.508,74.15992207792205
3155,Winterweizen,WW,2017,73.27199999999999,71.84462337662337
3155,Winterweizen,WW,2018,66.392,64.88532467532467
3155,Winterweizen,WW,2019,76.196,74.61002597402596
3155,Winterweizen,WW,2020,73.616,71.95072727272728
3157,Winterweizen,WW,1999,79.80799999999999,79.80799999999999
3157,Winterweizen,WW,2000,74.648,74.64178430265387
3157,Winterweizen,WW,2001,78.86200000000001,78.84956860530774
3157,Winterweizen,WW,2002,63.812,63.79335290796161
3157,Winterweizen,WW,2003,60.715999999999994,60.69113721061547
3157,Winterweizen,WW,2004,77.744,77.71292151326935
3157,Winterweizen,WW,2005,74.648,74.61070581592321
3157,Winterweizen,WW,2006,71.036,70.99249011857707
3157,Winterweizen,WW,2007,65.618,65.56827442123094
3157,Winterweizen,WW,2008,86.258,86.2020587238848
3157,Winterweizen,WW,2009,76.97,76.90784302653869
3157,Winterweizen,WW,2010,72.928,72.85962732919255
3157,Winterweizen,WW,2011,72.15400000000001,72.07941163184643
3157,Winterweizen,WW,2012,68.11200000000001,68.03119593450029
3157,Winterweizen,WW,2013,76.884,76.79698023715414
3157,Winterweizen,WW,2014,79.55,79.45676453980803
3157,Winterweizen,WW,2015,79.80799999999999,79.7085488424619
3157,Winterweizen,WW,2016,77.48599999999999,77.38033314511576
3157,Winterweizen,WW,2017,76.11,75.99811744776963
3157,Winterweizen,WW,2018,64.5,64.3819017504235
3157,Winterweizen,WW,2019,69.66000000000001,69.53568605307736
3157,Winterweizen,WW,2020,73.788,73.65747035573123
3158,Winterweizen,WW,1999,81.27,81.27
3158,Winterweizen,WW,2000,75.594,75.594
3158,Winterweizen,WW,2001,80.754,80.754
3158,Winterweizen,WW,2002,63.038,63.038
3158,Winterweizen,WW,2003,64.07,64.07
3158,Winterweizen,WW,2004,77.22800000000001,77.22800000000001
3158,Winterweizen,WW,2005,73.358,73.358
3158,Winterweizen,WW,2006,71.466,71.466
3158,Winterweizen,WW,2007,64.41400000000002,64.41400000000002
3158,Winterweizen,WW,2008,86.516,86.516
3158,Winterweizen,WW,2009,77.83,77.83
3158,Winterweizen,WW,2010,72.15400000000001,72.15400000000001
3158,Winterweizen,WW,2011,64.156,64.156
3158,Winterweizen,WW,2012,65.79,65.79
3158,Winterweizen,WW,2013,74.82,74.82
3158,Winterweizen,WW,2014,77.83,77.83
3158,Winterweizen,WW,2015,77.22800000000001,77.22800000000001
3158,Winterweizen,WW,2016,75.16400000000002,75.16400000000002
3158,Winterweizen,WW,2017,74.73400000000001,74.73400000000001
3158,Winterweizen,WW,2018,62.26400000000001,62.26400000000001
3158,Winterweizen,WW,2019,77.48599999999999,77.48599999999999
3158,Winterweizen,WW,2020,68.8,68.8
3159,Winterweizen,WW,2017,69.05799999999999,69.05799999999999
3159,Winterweizen,WW,2018,60.458,59.297000000000075
3159,Winterweizen,WW,2019,73.616,71.29400000000015
3159,Winterweizen,WW,2020,68.542,65.05900000000024
3241,Winterweizen,WW,1999,80.41000000000001,80.41000000000001
3241,Winterweizen,WW,2000,75.422,75.422
3241,Winterweizen,WW,2001,82.04400000000001,82.04400000000001
3241,Winterweizen,WW,2002,65.70400000000001,65.70400000000001
3241,Winterweizen,WW,2003,67.76799999999999,67.76799999999999
3241,Winterweizen,WW,2004,77.31400000000001,77.31400000000001
3241,Winterweizen,WW,2005,72.928,72.928
3241,Winterweizen,WW,2006,72.49799999999999,72.49799999999999
3241,Winterweizen,WW,2007,66.65,66.65
3241,Winterweizen,WW,2008,80.754,80.754
3241,Winterweizen,WW,2009,75.25,75.25
3241,Winterweizen,WW,2010,70.348,70.348
3241,Winterweizen,WW,2011,70.52,70.52
3241,Winterweizen,WW,2012,67.25200000000001,67.25200000000001
3241,Winterweizen,WW,2013,75.16400000000002,75.16400000000002
3241,Winterweizen,WW,2014,78.948,78.948
3241,Winterweizen,WW,2015,78.776,78.776
3241,Winterweizen,WW,2016,76.282,76.282
3241,Winterweizen,WW,2017,73.87400000000001,73.87400000000001
3241,Winterweizen,WW,2018,63.812,63.812
3241,Winterweizen,WW,2019,72.24,72.24
3241,Winterweizen,WW,2020,75.078,75.078
3251,Winterweizen,WW,1999,73.18599999999999,73.18599999999999
3251,Winterweizen,WW,2000,71.63799999999999,71.63799999999999
3251,Winterweizen,WW,2001,75.68,75.68
3251,Winterweizen,WW,2002,59.254000000000005,59.254000000000005
3251,Winterweizen,WW,2003,64.93,64.93
3251,Winterweizen,WW,2004,69.83200000000001,69.83200000000001
3251,Winterweizen,WW,2005,71.208,71.208
3251,Winterweizen,WW,2006,69.402,69.402
3251,Winterweizen,WW,2007,62.092,62.092
3251,Winterweizen,WW,2008,74.73400000000001,74.73400000000001
3251,Winterweizen,WW,2009,71.466,71.466
3251,Winterweizen,WW,2010,63.98400000000001,63.98400000000001
3251,Winterweizen,WW,2011,65.102,65.102
3251,Winterweizen,WW,2012,68.97200000000001,68.97200000000001
3251,Winterweizen,WW,2013,77.916,77.916
3251,Winterweizen,WW,2014,74.04599999999999,74.04599999999999
3251,Winterweizen,WW,2015,73.96,73.96
3251,Winterweizen,WW,2016,69.23,69.23
